"%Rottgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; NaN, not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
wavelength;wavenumber;PsiS;PsiS_std;PsiS_ASW;PsiS_ASW_std
12200;819.672;NaN;NaN;-1.28E+02;NaN
12202;819.538;NaN;NaN;-1.28E+02;NaN
12204;819.403;NaN;NaN;-1.28E+02;NaN
12206;819.269;NaN;NaN;-1.28E+02;NaN
12208;819.135;NaN;NaN;-1.28E+02;NaN
12210;819.001;NaN;NaN;-1.28E+02;NaN
12212;818.867;NaN;NaN;-1.28E+02;NaN
12214;818.733;NaN;NaN;-1.28E+02;NaN
12216;818.599;NaN;NaN;-1.28E+02;NaN
12218;818.465;NaN;NaN;-1.28E+02;NaN
12220;818.331;NaN;NaN;-1.28E+02;NaN
12222;818.197;NaN;NaN;-1.28E+02;NaN
12224;818.063;NaN;NaN;-1.28E+02;NaN
12226;817.929;NaN;NaN;-1.28E+02;NaN
12228;817.795;NaN;NaN;-1.28E+02;NaN
12230;817.661;NaN;NaN;-1.28E+02;NaN
12232;817.528;NaN;NaN;-1.28E+02;NaN
12234;817.394;NaN;NaN;-1.28E+02;NaN
12236;817.261;NaN;NaN;-1.28E+02;NaN
12238;817.127;NaN;NaN;-1.28E+02;NaN
12240;816.993;NaN;NaN;-1.28E+02;NaN
12242;816.86;NaN;NaN;-1.29E+02;NaN
12244;816.727;NaN;NaN;-1.29E+02;NaN
12246;816.593;NaN;NaN;-1.29E+02;NaN
12248;816.46;NaN;NaN;-1.29E+02;NaN
12250;816.327;NaN;NaN;-1.29E+02;NaN
12252;816.193;NaN;NaN;-1.29E+02;NaN
12254;816.06;NaN;NaN;-1.29E+02;NaN
12256;815.927;NaN;NaN;-1.29E+02;NaN
12258;815.794;NaN;NaN;-1.29E+02;NaN
12260;815.661;NaN;NaN;-1.29E+02;NaN
12262;815.528;NaN;NaN;-1.29E+02;NaN
12264;815.395;NaN;NaN;-1.29E+02;NaN
12266;815.262;NaN;NaN;-1.29E+02;NaN
12268;815.129;NaN;NaN;-1.29E+02;NaN
12270;814.996;NaN;NaN;-1.29E+02;NaN
12272;814.863;NaN;NaN;-1.29E+02;NaN
12274;814.73;NaN;NaN;-1.29E+02;NaN
12276;814.598;NaN;NaN;-1.29E+02;NaN
12278;814.465;NaN;NaN;-1.29E+02;NaN
12280;814.332;NaN;NaN;-1.29E+02;NaN
12282;814.2;NaN;NaN;-1.29E+02;NaN
12284;814.067;NaN;NaN;-1.29E+02;NaN
12286;813.935;NaN;NaN;-1.30E+02;NaN
12288;813.802;NaN;NaN;-1.30E+02;NaN
12290;813.67;NaN;NaN;-1.30E+02;NaN
12292;813.537;NaN;NaN;-1.30E+02;NaN
12294;813.405;NaN;NaN;-1.30E+02;NaN
12296;813.273;NaN;NaN;-1.30E+02;NaN
12298;813.14;NaN;NaN;-1.30E+02;NaN
12300;813.008;NaN;NaN;-1.30E+02;NaN
12302;812.876;NaN;NaN;-1.30E+02;NaN
12304;812.744;NaN;NaN;-1.30E+02;NaN
12306;812.612;NaN;NaN;-1.30E+02;NaN
12308;812.48;NaN;NaN;-1.30E+02;NaN
12310;812.348;NaN;NaN;-1.30E+02;NaN
12312;812.216;NaN;NaN;-1.30E+02;NaN
12314;812.084;NaN;NaN;-1.30E+02;NaN
12316;811.952;NaN;NaN;-1.30E+02;NaN
12318;811.82;NaN;NaN;-1.30E+02;NaN
12320;811.688;NaN;NaN;-1.30E+02;NaN
12322;811.557;NaN;NaN;-1.30E+02;NaN
12324;811.425;NaN;NaN;-1.30E+02;NaN
12326;811.293;NaN;NaN;-1.30E+02;NaN
12328;811.162;NaN;NaN;-1.30E+02;NaN
12330;811.03;NaN;NaN;-1.30E+02;NaN
12332;810.898;NaN;NaN;-1.30E+02;NaN
12334;810.767;NaN;NaN;-1.31E+02;NaN
12336;810.636;NaN;NaN;-1.31E+02;NaN
12338;810.504;NaN;NaN;-1.31E+02;NaN
12340;810.373;NaN;NaN;-1.31E+02;NaN
12342;810.241;NaN;NaN;-1.31E+02;NaN
12344;810.11;NaN;NaN;-1.31E+02;NaN
12346;809.979;NaN;NaN;-1.31E+02;NaN
12348;809.848;NaN;NaN;-1.31E+02;NaN
12350;809.717;NaN;NaN;-1.31E+02;NaN
12352;809.585;NaN;NaN;-1.31E+02;NaN
12354;809.454;NaN;NaN;-1.31E+02;NaN
12356;809.323;NaN;NaN;-1.31E+02;NaN
12358;809.192;NaN;NaN;-1.31E+02;NaN
12360;809.061;NaN;NaN;-1.31E+02;NaN
12362;808.931;NaN;NaN;-1.31E+02;NaN
12364;808.8;NaN;NaN;-1.31E+02;NaN
12366;808.669;NaN;NaN;-1.31E+02;NaN
12368;808.538;NaN;NaN;-1.31E+02;NaN
12370;808.407;NaN;NaN;-1.31E+02;NaN
12372;808.277;NaN;NaN;-1.31E+02;NaN
12374;808.146;NaN;NaN;-1.31E+02;NaN
12376;808.016;NaN;NaN;-1.31E+02;NaN
12378;807.885;NaN;NaN;-1.31E+02;NaN
12380;807.754;NaN;NaN;-1.31E+02;NaN
12382;807.624;NaN;NaN;-1.31E+02;NaN
12384;807.494;NaN;NaN;-1.31E+02;NaN
12386;807.363;NaN;NaN;-1.31E+02;NaN
12388;807.233;NaN;NaN;-1.31E+02;NaN
12390;807.103;NaN;NaN;-1.31E+02;NaN
12392;806.972;NaN;NaN;-1.31E+02;NaN
12394;806.842;NaN;NaN;-1.31E+02;NaN
12396;806.712;NaN;NaN;-1.31E+02;NaN
12398;806.582;NaN;NaN;-1.31E+02;NaN
12400;806.452;NaN;NaN;-1.31E+02;NaN
12402;806.322;NaN;NaN;-1.31E+02;NaN
12404;806.192;NaN;NaN;-1.31E+02;NaN
12406;806.062;NaN;NaN;-1.31E+02;NaN
12408;805.932;NaN;NaN;-1.31E+02;NaN
12410;805.802;NaN;NaN;-1.31E+02;NaN
12412;805.672;NaN;NaN;-1.31E+02;NaN
12414;805.542;NaN;NaN;-1.31E+02;NaN
12416;805.412;NaN;NaN;-1.31E+02;NaN
12418;805.283;NaN;NaN;-1.31E+02;NaN
12420;805.153;NaN;NaN;-1.31E+02;NaN
12422;805.023;NaN;NaN;-1.31E+02;NaN
12424;804.894;NaN;NaN;-1.31E+02;NaN
12426;804.764;NaN;NaN;-1.31E+02;NaN
12428;804.635;NaN;NaN;-1.31E+02;NaN
12430;804.505;NaN;NaN;-1.31E+02;NaN
12432;804.376;NaN;NaN;-1.31E+02;NaN
12434;804.246;NaN;NaN;-1.31E+02;NaN
12436;804.117;NaN;NaN;-1.31E+02;NaN
12438;803.988;NaN;NaN;-1.31E+02;NaN
12440;803.859;NaN;NaN;-1.31E+02;NaN
12442;803.729;NaN;NaN;-1.31E+02;NaN
12444;803.6;NaN;NaN;-1.31E+02;NaN
12446;803.471;NaN;NaN;-1.31E+02;NaN
12448;803.342;NaN;NaN;-1.31E+02;NaN
12450;803.213;NaN;NaN;-1.31E+02;NaN
12452;803.084;NaN;NaN;-1.31E+02;NaN
12454;802.955;NaN;NaN;-1.31E+02;NaN
12456;802.826;NaN;NaN;-1.31E+02;NaN
12458;802.697;NaN;NaN;-1.31E+02;NaN
12460;802.568;NaN;NaN;-1.31E+02;NaN
12462;802.439;NaN;NaN;-1.31E+02;NaN
12464;802.311;NaN;NaN;-1.31E+02;NaN
12466;802.182;NaN;NaN;-1.31E+02;NaN
12468;802.053;NaN;NaN;-1.31E+02;NaN
12470;801.925;NaN;NaN;-1.31E+02;NaN
12472;801.796;NaN;NaN;-1.31E+02;NaN
12474;801.667;NaN;NaN;-1.31E+02;NaN
12476;801.539;NaN;NaN;-1.31E+02;NaN
12478;801.41;NaN;NaN;-1.31E+02;NaN
12480;801.282;NaN;NaN;-1.31E+02;NaN
12482;801.154;NaN;NaN;-1.31E+02;NaN
12484;801.025;NaN;NaN;-1.31E+02;NaN
12486;800.897;NaN;NaN;-1.31E+02;NaN
12488;800.769;NaN;NaN;-1.31E+02;NaN
12490;800.641;NaN;NaN;-1.31E+02;NaN
12492;800.512;NaN;NaN;-1.31E+02;NaN
12494;800.384;NaN;NaN;-1.31E+02;NaN
12496;800.256;NaN;NaN;-1.31E+02;NaN
12498;800.128;NaN;NaN;-1.31E+02;NaN
12500;800;NaN;NaN;-1.31E+02;NaN
12502;799.872;NaN;NaN;-1.31E+02;NaN
12504;799.744;NaN;NaN;-1.31E+02;NaN
12506;799.616;NaN;NaN;-1.31E+02;NaN
12508;799.488;NaN;NaN;-1.31E+02;NaN
12510;799.361;NaN;NaN;-1.32E+02;NaN
12512;799.233;NaN;NaN;-1.32E+02;NaN
12514;799.105;NaN;NaN;-1.32E+02;NaN
12516;798.977;NaN;NaN;-1.32E+02;NaN
12518;798.85;NaN;NaN;-1.32E+02;NaN
12520;798.722;NaN;NaN;-1.32E+02;NaN
12522;798.594;NaN;NaN;-1.32E+02;NaN
12524;798.467;NaN;NaN;-1.32E+02;NaN
12526;798.339;NaN;NaN;-1.32E+02;NaN
12528;798.212;NaN;NaN;-1.32E+02;NaN
12530;798.085;NaN;NaN;-1.32E+02;NaN
12532;797.957;NaN;NaN;-1.32E+02;NaN
12534;797.83;NaN;NaN;-1.32E+02;NaN
12536;797.703;NaN;NaN;-1.32E+02;NaN
12538;797.575;NaN;NaN;-1.32E+02;NaN
12540;797.448;NaN;NaN;-1.32E+02;NaN
12542;797.321;NaN;NaN;-1.32E+02;NaN
12544;797.194;NaN;NaN;-1.32E+02;NaN
12546;797.067;NaN;NaN;-1.32E+02;NaN
12548;796.94;NaN;NaN;-1.32E+02;NaN
12550;796.813;NaN;NaN;-1.32E+02;NaN
12552;796.686;NaN;NaN;-1.32E+02;NaN
12554;796.559;NaN;NaN;-1.32E+02;NaN
12556;796.432;NaN;NaN;-1.32E+02;NaN
12558;796.305;NaN;NaN;-1.32E+02;NaN
12560;796.178;NaN;NaN;-1.32E+02;NaN
12562;796.052;NaN;NaN;-1.32E+02;NaN
12564;795.925;NaN;NaN;-1.32E+02;NaN
12566;795.798;NaN;NaN;-1.32E+02;NaN
12568;795.672;NaN;NaN;-1.32E+02;NaN
12570;795.545;NaN;NaN;-1.32E+02;NaN
12572;795.418;NaN;NaN;-1.32E+02;NaN
12574;795.292;NaN;NaN;-1.32E+02;NaN
12576;795.165;NaN;NaN;-1.32E+02;NaN
12578;795.039;NaN;NaN;-1.32E+02;NaN
12580;794.913;NaN;NaN;-1.32E+02;NaN
12582;794.786;NaN;NaN;-1.32E+02;NaN
12584;794.66;NaN;NaN;-1.32E+02;NaN
12586;794.534;NaN;NaN;-1.32E+02;NaN
12588;794.407;NaN;NaN;-1.32E+02;NaN
12590;794.281;NaN;NaN;-1.32E+02;NaN
12592;794.155;NaN;NaN;-1.32E+02;NaN
12594;794.029;NaN;NaN;-1.32E+02;NaN
12596;793.903;NaN;NaN;-1.32E+02;NaN
12598;793.777;NaN;NaN;-1.32E+02;NaN
12600;793.651;NaN;NaN;-1.32E+02;NaN
12602;793.525;NaN;NaN;-1.32E+02;NaN
12604;793.399;NaN;NaN;-1.32E+02;NaN
12606;793.273;NaN;NaN;-1.31E+02;NaN
12608;793.147;NaN;NaN;-1.31E+02;NaN
12610;793.021;NaN;NaN;-1.31E+02;NaN
12612;792.896;NaN;NaN;-1.31E+02;NaN
12614;792.77;NaN;NaN;-1.31E+02;NaN
12616;792.644;NaN;NaN;-1.31E+02;NaN
12618;792.519;NaN;NaN;-1.31E+02;NaN
12620;792.393;NaN;NaN;-1.31E+02;NaN
12622;792.267;NaN;NaN;-1.31E+02;NaN
12624;792.142;NaN;NaN;-1.31E+02;NaN
12626;792.016;NaN;NaN;-1.31E+02;NaN
12628;791.891;NaN;NaN;-1.31E+02;NaN
12630;791.766;NaN;NaN;-1.31E+02;NaN
12632;791.64;NaN;NaN;-1.31E+02;NaN
12634;791.515;NaN;NaN;-1.31E+02;NaN
12636;791.39;NaN;NaN;-1.31E+02;NaN
12638;791.264;NaN;NaN;-1.31E+02;NaN
12640;791.139;NaN;NaN;-1.31E+02;NaN
12642;791.014;NaN;NaN;-1.31E+02;NaN
12644;790.889;NaN;NaN;-1.31E+02;NaN
12646;790.764;NaN;NaN;-1.31E+02;NaN
12648;790.639;NaN;NaN;-1.31E+02;NaN
12650;790.514;NaN;NaN;-1.31E+02;NaN
12652;790.389;NaN;NaN;-1.31E+02;NaN
12654;790.264;NaN;NaN;-1.31E+02;NaN
12656;790.139;NaN;NaN;-1.31E+02;NaN
12658;790.014;NaN;NaN;-1.31E+02;NaN
12660;789.889;NaN;NaN;-1.31E+02;NaN
12662;789.765;NaN;NaN;-1.31E+02;NaN
12664;789.64;NaN;NaN;-1.31E+02;NaN
12666;789.515;NaN;NaN;-1.31E+02;NaN
12668;789.391;NaN;NaN;-1.31E+02;NaN
12670;789.266;NaN;NaN;-1.31E+02;NaN
12672;789.141;NaN;NaN;-1.31E+02;NaN
12674;789.017;NaN;NaN;-1.31E+02;NaN
12676;788.892;NaN;NaN;-1.31E+02;NaN
12678;788.768;NaN;NaN;-1.31E+02;NaN
12680;788.644;NaN;NaN;-1.31E+02;NaN
12682;788.519;NaN;NaN;-1.31E+02;NaN
12684;788.395;NaN;NaN;-1.31E+02;NaN
12686;788.271;NaN;NaN;-1.31E+02;NaN
12688;788.146;NaN;NaN;-1.31E+02;NaN
12690;788.022;NaN;NaN;-1.31E+02;NaN
12692;787.898;NaN;NaN;-1.31E+02;NaN
12694;787.774;NaN;NaN;-1.31E+02;NaN
12696;787.65;NaN;NaN;-1.31E+02;NaN
12698;787.526;NaN;NaN;-1.31E+02;NaN
12700;787.402;NaN;NaN;-1.31E+02;NaN
12702;787.278;NaN;NaN;-1.32E+02;NaN
12704;787.154;NaN;NaN;-1.32E+02;NaN
12706;787.03;NaN;NaN;-1.32E+02;NaN
12708;786.906;NaN;NaN;-1.32E+02;NaN
12710;786.782;NaN;NaN;-1.32E+02;NaN
12712;786.658;NaN;NaN;-1.32E+02;NaN
12714;786.535;NaN;NaN;-1.32E+02;NaN
12716;786.411;NaN;NaN;-1.32E+02;NaN
12718;786.287;NaN;NaN;-1.32E+02;NaN
12720;786.164;NaN;NaN;-1.32E+02;NaN
12722;786.04;NaN;NaN;-1.32E+02;NaN
12724;785.916;NaN;NaN;-1.32E+02;NaN
12726;785.793;NaN;NaN;-1.32E+02;NaN
12728;785.669;NaN;NaN;-1.32E+02;NaN
12730;785.546;NaN;NaN;-1.32E+02;NaN
12732;785.423;NaN;NaN;-1.32E+02;NaN
12734;785.299;NaN;NaN;-1.31E+02;NaN
12736;785.176;NaN;NaN;-1.31E+02;NaN
12738;785.053;NaN;NaN;-1.31E+02;NaN
12740;784.929;NaN;NaN;-1.31E+02;NaN
12742;784.806;NaN;NaN;-1.31E+02;NaN
12744;784.683;NaN;NaN;-1.31E+02;NaN
12746;784.56;NaN;NaN;-1.31E+02;NaN
12748;784.437;NaN;NaN;-1.31E+02;NaN
12750;784.314;NaN;NaN;-1.31E+02;NaN
12752;784.191;NaN;NaN;-1.31E+02;NaN
12754;784.068;NaN;NaN;-1.31E+02;NaN
12756;783.945;NaN;NaN;-1.31E+02;NaN
12758;783.822;NaN;NaN;-1.31E+02;NaN
12760;783.699;NaN;NaN;-1.31E+02;NaN
12762;783.576;NaN;NaN;-1.31E+02;NaN
12764;783.453;NaN;NaN;-1.31E+02;NaN
12766;783.331;NaN;NaN;-1.31E+02;NaN
12768;783.208;NaN;NaN;-1.31E+02;NaN
12770;783.085;NaN;NaN;-1.31E+02;NaN
12772;782.963;NaN;NaN;-1.31E+02;NaN
12774;782.84;NaN;NaN;-1.31E+02;NaN
12776;782.718;NaN;NaN;-1.31E+02;NaN
12778;782.595;NaN;NaN;-1.31E+02;NaN
12780;782.473;NaN;NaN;-1.31E+02;NaN
12782;782.35;NaN;NaN;-1.31E+02;NaN
12784;782.228;NaN;NaN;-1.31E+02;NaN
12786;782.105;NaN;NaN;-1.31E+02;NaN
12788;781.983;NaN;NaN;-1.31E+02;NaN
12790;781.861;NaN;NaN;-1.31E+02;NaN
12792;781.739;NaN;NaN;-1.31E+02;NaN
12794;781.616;NaN;NaN;-1.31E+02;NaN
12796;781.494;NaN;NaN;-1.31E+02;NaN
12798;781.372;NaN;NaN;-1.31E+02;NaN
12800;781.25;NaN;NaN;-1.31E+02;NaN
12802;781.128;NaN;NaN;-1.31E+02;NaN
12804;781.006;NaN;NaN;-1.31E+02;NaN
12806;780.884;NaN;NaN;-1.31E+02;NaN
12808;780.762;NaN;NaN;-1.31E+02;NaN
12810;780.64;NaN;NaN;-1.31E+02;NaN
12812;780.518;NaN;NaN;-1.31E+02;NaN
12814;780.396;NaN;NaN;-1.31E+02;NaN
12816;780.275;NaN;NaN;-1.31E+02;NaN
12818;780.153;NaN;NaN;-1.31E+02;NaN
12820;780.031;NaN;NaN;-1.31E+02;NaN
12822;779.91;NaN;NaN;-1.31E+02;NaN
12824;779.788;NaN;NaN;-1.31E+02;NaN
12826;779.666;NaN;NaN;-1.31E+02;NaN
12828;779.545;NaN;NaN;-1.31E+02;NaN
12830;779.423;NaN;NaN;-1.31E+02;NaN
12832;779.302;NaN;NaN;-1.31E+02;NaN
12834;779.18;NaN;NaN;-1.31E+02;NaN
12836;779.059;NaN;NaN;-1.31E+02;NaN
12838;778.938;NaN;NaN;-1.31E+02;NaN
12840;778.816;NaN;NaN;-1.31E+02;NaN
12842;778.695;NaN;NaN;-1.31E+02;NaN
12844;778.574;NaN;NaN;-1.31E+02;NaN
12846;778.452;NaN;NaN;-1.31E+02;NaN
12848;778.331;NaN;NaN;-1.31E+02;NaN
12850;778.21;NaN;NaN;-1.31E+02;NaN
12852;778.089;NaN;NaN;-1.30E+02;NaN
12854;777.968;NaN;NaN;-1.30E+02;NaN
12856;777.847;NaN;NaN;-1.30E+02;NaN
12858;777.726;NaN;NaN;-1.30E+02;NaN
12860;777.605;NaN;NaN;-1.30E+02;NaN
12862;777.484;NaN;NaN;-1.30E+02;NaN
12864;777.363;NaN;NaN;-1.30E+02;NaN
12866;777.242;NaN;NaN;-1.30E+02;NaN
12868;777.122;NaN;NaN;-1.30E+02;NaN
12870;777.001;NaN;NaN;-1.30E+02;NaN
12872;776.88;NaN;NaN;-1.30E+02;NaN
12874;776.759;NaN;NaN;-1.30E+02;NaN
12876;776.639;NaN;NaN;-1.30E+02;NaN
12878;776.518;NaN;NaN;-1.30E+02;NaN
12880;776.398;NaN;NaN;-1.30E+02;NaN
12882;776.277;NaN;NaN;-1.30E+02;NaN
12884;776.156;NaN;NaN;-1.30E+02;NaN
12886;776.036;NaN;NaN;-1.30E+02;NaN
12888;775.916;NaN;NaN;-1.30E+02;NaN
12890;775.795;NaN;NaN;-1.30E+02;NaN
12892;775.675;NaN;NaN;-1.30E+02;NaN
12894;775.555;NaN;NaN;-1.30E+02;NaN
12896;775.434;NaN;NaN;-1.30E+02;NaN
12898;775.314;NaN;NaN;-1.30E+02;NaN
12900;775.194;NaN;NaN;-1.30E+02;NaN
12902;775.074;NaN;NaN;-1.30E+02;NaN
12904;774.954;NaN;NaN;-1.30E+02;NaN
12906;774.833;NaN;NaN;-1.30E+02;NaN
12908;774.713;NaN;NaN;-1.30E+02;NaN
12910;774.593;NaN;NaN;-1.30E+02;NaN
12912;774.473;NaN;NaN;-1.30E+02;NaN
12914;774.353;NaN;NaN;-1.30E+02;NaN
12916;774.234;NaN;NaN;-1.30E+02;NaN
12918;774.114;NaN;NaN;-1.30E+02;NaN
12920;773.994;NaN;NaN;-1.29E+02;NaN
12922;773.874;NaN;NaN;-1.29E+02;NaN
12924;773.754;NaN;NaN;-1.29E+02;NaN
12926;773.635;NaN;NaN;-1.29E+02;NaN
12928;773.515;NaN;NaN;-1.29E+02;NaN
12930;773.395;NaN;NaN;-1.29E+02;NaN
12932;773.276;NaN;NaN;-1.29E+02;NaN
12934;773.156;NaN;NaN;-1.29E+02;NaN
12936;773.036;NaN;NaN;-1.29E+02;NaN
12938;772.917;NaN;NaN;-1.29E+02;NaN
12940;772.798;NaN;NaN;-1.29E+02;NaN
12942;772.678;NaN;NaN;-1.29E+02;NaN
12944;772.559;NaN;NaN;-1.29E+02;NaN
12946;772.439;NaN;NaN;-1.29E+02;NaN
12948;772.32;NaN;NaN;-1.29E+02;NaN
12950;772.201;NaN;NaN;-1.29E+02;NaN
12952;772.082;NaN;NaN;-1.29E+02;NaN
12954;771.962;NaN;NaN;-1.29E+02;NaN
12956;771.843;NaN;NaN;-1.29E+02;NaN
12958;771.724;NaN;NaN;-1.29E+02;NaN
12960;771.605;NaN;NaN;-1.29E+02;NaN
12962;771.486;NaN;NaN;-1.29E+02;NaN
12964;771.367;NaN;NaN;-1.29E+02;NaN
12966;771.248;NaN;NaN;-1.29E+02;NaN
12968;771.129;NaN;NaN;-1.29E+02;NaN
12970;771.01;NaN;NaN;-1.28E+02;NaN
12972;770.891;NaN;NaN;-1.28E+02;NaN
12974;770.772;NaN;NaN;-1.28E+02;NaN
12976;770.654;NaN;NaN;-1.28E+02;NaN
12978;770.535;NaN;NaN;-1.28E+02;NaN
12980;770.416;NaN;NaN;-1.28E+02;NaN
12982;770.297;NaN;NaN;-1.28E+02;NaN
12984;770.179;NaN;NaN;-1.28E+02;NaN
12986;770.06;NaN;NaN;-1.28E+02;NaN
12988;769.941;NaN;NaN;-1.28E+02;NaN
12990;769.823;NaN;NaN;-1.28E+02;NaN
12992;769.704;NaN;NaN;-1.28E+02;NaN
12994;769.586;NaN;NaN;-1.28E+02;NaN
12996;769.468;NaN;NaN;-1.28E+02;NaN
12998;769.349;NaN;NaN;-1.28E+02;NaN
13000;769.231;NaN;NaN;-1.28E+02;NaN
13002;769.112;NaN;NaN;-1.28E+02;NaN
13004;768.994;NaN;NaN;-1.28E+02;NaN
13006;768.876;NaN;NaN;-1.28E+02;NaN
13008;768.758;NaN;NaN;-1.28E+02;NaN
13010;768.64;NaN;NaN;-1.28E+02;NaN
13012;768.521;NaN;NaN;-1.28E+02;NaN
13014;768.403;NaN;NaN;-1.28E+02;NaN
13016;768.285;NaN;NaN;-1.28E+02;NaN
13018;768.167;NaN;NaN;-1.28E+02;NaN
13020;768.049;NaN;NaN;-1.28E+02;NaN
13022;767.931;NaN;NaN;-1.28E+02;NaN
13024;767.813;NaN;NaN;-1.28E+02;NaN
13026;767.695;NaN;NaN;-1.28E+02;NaN
13028;767.578;NaN;NaN;-1.28E+02;NaN
13030;767.46;NaN;NaN;-1.28E+02;NaN
13032;767.342;NaN;NaN;-1.28E+02;NaN
13034;767.224;NaN;NaN;-1.28E+02;NaN
13036;767.106;NaN;NaN;-1.28E+02;NaN
13038;766.989;NaN;NaN;-1.28E+02;NaN
13040;766.871;NaN;NaN;-1.28E+02;NaN
13042;766.754;NaN;NaN;-1.28E+02;NaN
13044;766.636;NaN;NaN;-1.28E+02;NaN
13046;766.518;NaN;NaN;-1.28E+02;NaN
13048;766.401;NaN;NaN;-1.28E+02;NaN
13050;766.284;NaN;NaN;-1.28E+02;NaN
13052;766.166;NaN;NaN;-1.28E+02;NaN
13054;766.049;NaN;NaN;-1.28E+02;NaN
13056;765.931;NaN;NaN;-1.28E+02;NaN
13058;765.814;NaN;NaN;-1.28E+02;NaN
13060;765.697;NaN;NaN;-1.28E+02;NaN
13062;765.58;NaN;NaN;-1.28E+02;NaN
13064;765.462;NaN;NaN;-1.28E+02;NaN
13066;765.345;NaN;NaN;-1.28E+02;NaN
13068;765.228;NaN;NaN;-1.27E+02;NaN
13070;765.111;NaN;NaN;-1.27E+02;NaN
13072;764.994;NaN;NaN;-1.27E+02;NaN
13074;764.877;NaN;NaN;-1.27E+02;NaN
13076;764.76;NaN;NaN;-1.27E+02;NaN
13078;764.643;NaN;NaN;-1.27E+02;NaN
13080;764.526;NaN;NaN;-1.27E+02;NaN
13082;764.409;NaN;NaN;-1.27E+02;NaN
13084;764.292;NaN;NaN;-1.27E+02;NaN
13086;764.175;NaN;NaN;-1.27E+02;NaN
13088;764.059;NaN;NaN;-1.27E+02;NaN
13090;763.942;NaN;NaN;-1.27E+02;NaN
13092;763.825;NaN;NaN;-1.27E+02;NaN
13094;763.709;NaN;NaN;-1.27E+02;NaN
13096;763.592;NaN;NaN;-1.27E+02;NaN
13098;763.475;NaN;NaN;-1.27E+02;NaN
13100;763.359;NaN;NaN;-1.27E+02;NaN
13102;763.242;NaN;NaN;-1.26E+02;NaN
13104;763.126;NaN;NaN;-1.26E+02;NaN
13106;763.009;NaN;NaN;-1.26E+02;NaN
13108;762.893;NaN;NaN;-1.26E+02;NaN
13110;762.777;NaN;NaN;-1.26E+02;NaN
13112;762.66;NaN;NaN;-1.26E+02;NaN
13114;762.544;NaN;NaN;-1.26E+02;NaN
13116;762.428;NaN;NaN;-1.26E+02;NaN
13118;762.311;NaN;NaN;-1.26E+02;NaN
13120;762.195;NaN;NaN;-1.26E+02;NaN
13122;762.079;NaN;NaN;-1.26E+02;NaN
13124;761.963;NaN;NaN;-1.26E+02;NaN
13126;761.847;NaN;NaN;-1.26E+02;NaN
13128;761.731;NaN;NaN;-1.26E+02;NaN
13130;761.615;NaN;NaN;-1.26E+02;NaN
13132;761.499;NaN;NaN;-1.26E+02;NaN
13134;761.383;NaN;NaN;-1.26E+02;NaN
13136;761.267;NaN;NaN;-1.26E+02;NaN
13138;761.151;NaN;NaN;-1.25E+02;NaN
13140;761.035;NaN;NaN;-1.25E+02;NaN
13142;760.919;NaN;NaN;-1.25E+02;NaN
13144;760.803;NaN;NaN;-1.25E+02;NaN
13146;760.688;NaN;NaN;-1.25E+02;NaN
13148;760.572;NaN;NaN;-1.25E+02;NaN
13150;760.456;NaN;NaN;-1.25E+02;NaN
13152;760.341;NaN;NaN;-1.25E+02;NaN
13154;760.225;NaN;NaN;-1.25E+02;NaN
13156;760.109;NaN;NaN;-1.25E+02;NaN
13158;759.994;NaN;NaN;-1.25E+02;NaN
13160;759.878;NaN;NaN;-1.25E+02;NaN
13162;759.763;NaN;NaN;-1.25E+02;NaN
13164;759.648;NaN;NaN;-1.25E+02;NaN
13166;759.532;NaN;NaN;-1.25E+02;NaN
13168;759.417;NaN;NaN;-1.25E+02;NaN
13170;759.301;NaN;NaN;-1.25E+02;NaN
13172;759.186;NaN;NaN;-1.24E+02;NaN
13174;759.071;NaN;NaN;-1.24E+02;NaN
13176;758.956;NaN;NaN;-1.24E+02;NaN
13178;758.84;NaN;NaN;-1.24E+02;NaN
13180;758.725;NaN;NaN;-1.24E+02;NaN
13182;758.61;NaN;NaN;-1.24E+02;NaN
13184;758.495;NaN;NaN;-1.24E+02;NaN
13186;758.38;NaN;NaN;-1.24E+02;NaN
13188;758.265;NaN;NaN;-1.24E+02;NaN
13190;758.15;NaN;NaN;-1.24E+02;NaN
13192;758.035;NaN;NaN;-1.24E+02;NaN
13194;757.92;NaN;NaN;-1.24E+02;NaN
13196;757.805;NaN;NaN;-1.24E+02;NaN
13198;757.691;NaN;NaN;-1.24E+02;NaN
13200;757.576;NaN;NaN;-1.24E+02;NaN
13202;757.461;NaN;NaN;-1.24E+02;NaN
13204;757.346;NaN;NaN;-1.24E+02;NaN
13206;757.232;NaN;NaN;-1.24E+02;NaN
13208;757.117;NaN;NaN;-1.23E+02;NaN
