 rho = L(surface reflected)/L(sky) (non-dimen) as in
 Mobley, 1999, Appl Opt 38, page 7445, Eq. 4
   [(Theta,Phi) are the directions of photon travel.
   Theta is measured from 0 at the zenith.
   Solar photons travel in the Phi = 180 direction (the sun is located at Phi = 0).
   (Thus Phi = 45 represents the 135 degree viewing angle for minimizing sun glitter.)]
   These values are for 550 nm (see RhoNotes.pdf for discussion)
wind,sza,vza,azi,rho
2.0,70.0,70.0,60.0,0.1547
2.0,70.0,70.0,45.0,0.1558
2.0,70.0,70.0,30.0,0.1531
2.0,70.0,70.0,15.0,0.2853
2.0,70.0,70.0,0.0,0.0554
2.0,70.0,80.0,180.0,0.3222
2.0,70.0,80.0,165.0,0.3212
2.0,70.0,80.0,150.0,0.3253
2.0,70.0,80.0,135.0,0.3261
2.0,70.0,80.0,120.0,0.3282
2.0,70.0,80.0,105.0,0.3315
2.0,70.0,80.0,90.0,0.3322
2.0,70.0,80.0,75.0,0.3332
2.0,70.0,80.0,60.0,0.3327
2.0,70.0,80.0,45.0,0.3354
2.0,70.0,80.0,30.0,0.3429
2.0,70.0,80.0,15.0,0.4732
2.0,70.0,80.0,0.0,1.6187
2.0,70.0,87.5,180.0,0.4598
2.0,70.0,87.5,165.0,0.4591
2.0,70.0,87.5,150.0,0.4844
2.0,70.0,87.5,135.0,0.4753
2.0,70.0,87.5,120.0,0.4621
2.0,70.0,87.5,105.0,0.4814
2.0,70.0,87.5,90.0,0.4794
2.0,70.0,87.5,75.0,0.4918
2.0,70.0,87.5,60.0,0.4860
2.0,70.0,87.5,45.0,0.5272
2.0,70.0,87.5,30.0,0.5994
2.0,70.0,87.5,15.0,0.7959
2.0,70.0,87.5,0.0,2.8758
2.0,80.0,0.0,0.0,0.0214
2.0,80.0,10.0,180.0,0.0214
2.0,80.0,10.0,165.0,0.0211
2.0,80.0,10.0,150.0,0.0214
2.0,80.0,10.0,135.0,0.0210
2.0,80.0,10.0,120.0,0.0212
2.0,80.0,10.0,105.0,0.0214
2.0,80.0,10.0,90.0,0.0216
2.0,80.0,10.0,75.0,0.0214
2.0,80.0,10.0,60.0,0.0213
2.0,80.0,10.0,45.0,0.0212
2.0,80.0,10.0,30.0,0.0217
2.0,80.0,10.0,15.0,0.0214
2.0,80.0,10.0,0.0,0.0217
2.0,80.0,20.0,180.0,0.0215
2.0,80.0,20.0,165.0,0.0216
2.0,80.0,20.0,150.0,0.0217
2.0,80.0,20.0,135.0,0.0216
2.0,80.0,20.0,120.0,0.0216
2.0,80.0,20.0,105.0,0.0216
2.0,80.0,20.0,90.0,0.0214
2.0,80.0,20.0,75.0,0.0217
2.0,80.0,20.0,60.0,0.0218
2.0,80.0,20.0,45.0,0.0220
2.0,80.0,20.0,30.0,0.0223
2.0,80.0,20.0,15.0,0.0223
2.0,80.0,20.0,0.0,0.0223
2.0,80.0,30.0,180.0,0.0225
2.0,80.0,30.0,165.0,0.0225
2.0,80.0,30.0,150.0,0.0225
2.0,80.0,30.0,135.0,0.0228
2.0,80.0,30.0,120.0,0.0226
2.0,80.0,30.0,105.0,0.0227
2.0,80.0,30.0,90.0,0.0227
2.0,80.0,30.0,75.0,0.0228
2.0,80.0,30.0,60.0,0.0229
2.0,80.0,30.0,45.0,0.0235
2.0,80.0,30.0,30.0,0.0237
2.0,80.0,30.0,15.0,0.0243
2.0,80.0,30.0,0.0,0.0245
2.0,80.0,40.0,180.0,0.0260
2.0,80.0,40.0,165.0,0.0265
2.0,80.0,40.0,150.0,0.0264
2.0,80.0,40.0,135.0,0.0262
2.0,80.0,40.0,120.0,0.0261
2.0,80.0,40.0,105.0,0.0261
2.0,80.0,40.0,90.0,0.0262
2.0,80.0,40.0,75.0,0.0263
2.0,80.0,40.0,60.0,0.0266
2.0,80.0,40.0,45.0,0.0273
2.0,80.0,40.0,30.0,0.0289
2.0,80.0,40.0,15.0,0.0307
2.0,80.0,40.0,0.0,0.0313
2.0,80.0,50.0,180.0,0.0365
2.0,80.0,50.0,165.0,0.0372
2.0,80.0,50.0,150.0,0.0366
2.0,80.0,50.0,135.0,0.0369
2.0,80.0,50.0,120.0,0.0366
2.0,80.0,50.0,105.0,0.0367
2.0,80.0,50.0,90.0,0.0367
2.0,80.0,50.0,75.0,0.0368
2.0,80.0,50.0,60.0,0.0373
2.0,80.0,50.0,45.0,0.0389
2.0,80.0,50.0,30.0,0.0416
2.0,80.0,50.0,15.0,0.0480
2.0,80.0,50.0,0.0,0.0544
2.0,80.0,60.0,180.0,0.0669
2.0,80.0,60.0,165.0,0.0671
2.0,80.0,60.0,150.0,0.0677
2.0,80.0,60.0,135.0,0.0667
2.0,80.0,60.0,120.0,0.0669
2.0,80.0,60.0,105.0,0.0672
2.0,80.0,60.0,90.0,0.0668
2.0,80.0,60.0,75.0,0.0674
2.0,80.0,60.0,60.0,0.0679
2.0,80.0,60.0,45.0,0.0702
2.0,80.0,60.0,30.0,0.0769
2.0,80.0,60.0,15.0,0.0950
2.0,80.0,60.0,0.0,0.1893
2.0,80.0,70.0,180.0,0.1570
2.0,80.0,70.0,165.0,0.1558
2.0,80.0,70.0,150.0,0.1548
2.0,80.0,70.0,135.0,0.1547
2.0,80.0,70.0,120.0,0.1548
2.0,80.0,70.0,105.0,0.1527
2.0,80.0,70.0,90.0,0.1544
2.0,80.0,70.0,75.0,0.1528
2.0,80.0,70.0,60.0,0.1558
2.0,80.0,70.0,45.0,0.1593
2.0,80.0,70.0,30.0,0.1641
2.0,80.0,70.0,15.0,0.2152
2.0,80.0,70.0,0.0,0.5927
2.0,80.0,80.0,180.0,0.3233
2.0,80.0,80.0,165.0,0.3222
2.0,80.0,80.0,150.0,0.3262
2.0,80.0,80.0,135.0,0.3267
2.0,80.0,80.0,120.0,0.3284
2.0,80.0,80.0,105.0,0.3311
2.0,80.0,80.0,90.0,0.3316
2.0,80.0,80.0,75.0,0.3321
2.0,80.0,80.0,60.0,0.3314
2.0,80.0,80.0,45.0,0.3324
2.0,80.0,80.0,30.0,0.3345
2.0,80.0,80.0,15.0,0.3951
2.0,80.0,80.0,0.0,0.1895
2.0,80.0,87.5,180.0,0.4686
2.0,80.0,87.5,165.0,0.4674
2.0,80.0,87.5,150.0,0.4924
2.0,80.0,87.5,135.0,0.4820
2.0,80.0,87.5,120.0,0.4666
2.0,80.0,87.5,105.0,0.4834
2.0,80.0,87.5,90.0,0.4781
2.0,80.0,87.5,75.0,0.4870
2.0,80.0,87.5,60.0,0.4760
2.0,80.0,87.5,45.0,0.5044
2.0,80.0,87.5,30.0,0.5396
2.0,80.0,87.5,15.0,0.6137
2.0,80.0,87.5,0.0,2.4486
4.0,0.0,0.0,0.0,0.0018
4.0,0.0,10.0,180.0,0.1795
4.0,0.0,10.0,165.0,0.1802
4.0,0.0,10.0,150.0,0.1812
4.0,0.0,10.0,135.0,0.1874
4.0,0.0,10.0,120.0,0.1789
4.0,0.0,10.0,105.0,0.1725
4.0,0.0,10.0,90.0,0.1807
4.0,0.0,10.0,75.0,0.1725
4.0,0.0,10.0,60.0,0.1789
4.0,0.0,10.0,45.0,0.1874
4.0,0.0,10.0,30.0,0.1812
4.0,0.0,10.0,15.0,0.1802
4.0,0.0,10.0,0.0,0.1795
4.0,0.0,20.0,180.0,0.1465
4.0,0.0,20.0,165.0,0.1447
4.0,0.0,20.0,150.0,0.1463
4.0,0.0,20.0,135.0,0.1490
4.0,0.0,20.0,120.0,0.1457
4.0,0.0,20.0,105.0,0.1488
4.0,0.0,20.0,90.0,0.1441
4.0,0.0,20.0,75.0,0.1488
4.0,0.0,20.0,60.0,0.1457
4.0,0.0,20.0,45.0,0.1490
4.0,0.0,20.0,30.0,0.1463
4.0,0.0,20.0,15.0,0.1447
4.0,0.0,20.0,0.0,0.1465
4.0,0.0,30.0,180.0,0.0614
4.0,0.0,30.0,165.0,0.0669
4.0,0.0,30.0,150.0,0.0638
4.0,0.0,30.0,135.0,0.0648
4.0,0.0,30.0,120.0,0.0692
4.0,0.0,30.0,105.0,0.0651
4.0,0.0,30.0,90.0,0.0584
4.0,0.0,30.0,75.0,0.0652
4.0,0.0,30.0,60.0,0.0692
4.0,0.0,30.0,45.0,0.0648
4.0,0.0,30.0,30.0,0.0638
4.0,0.0,30.0,15.0,0.0669
4.0,0.0,30.0,0.0,0.0614
4.0,0.0,40.0,180.0,0.0333
4.0,0.0,40.0,165.0,0.0348
4.0,0.0,40.0,150.0,0.0330
4.0,0.0,40.0,135.0,0.0352
4.0,0.0,40.0,120.0,0.0343
4.0,0.0,40.0,105.0,0.0342
4.0,0.0,40.0,90.0,0.0332
4.0,0.0,40.0,75.0,0.0342
4.0,0.0,40.0,60.0,0.0343
4.0,0.0,40.0,45.0,0.0352
4.0,0.0,40.0,30.0,0.0330
4.0,0.0,40.0,15.0,0.0348
4.0,0.0,40.0,0.0,0.0333
4.0,0.0,50.0,180.0,0.0390
4.0,0.0,50.0,165.0,0.0395
4.0,0.0,50.0,150.0,0.0395
4.0,0.0,50.0,135.0,0.0389
4.0,0.0,50.0,120.0,0.0389
4.0,0.0,50.0,105.0,0.0392
4.0,0.0,50.0,90.0,0.0395
4.0,0.0,50.0,75.0,0.0392
4.0,0.0,50.0,60.0,0.0389
4.0,0.0,50.0,45.0,0.0389
4.0,0.0,50.0,30.0,0.0395
4.0,0.0,50.0,15.0,0.0395
4.0,0.0,50.0,0.0,0.0390
4.0,0.0,60.0,180.0,0.0717
4.0,0.0,60.0,165.0,0.0719
4.0,0.0,60.0,150.0,0.0723
4.0,0.0,60.0,135.0,0.0719
4.0,0.0,60.0,120.0,0.0715
4.0,0.0,60.0,105.0,0.0716
4.0,0.0,60.0,90.0,0.0720
4.0,0.0,60.0,75.0,0.0716
4.0,0.0,60.0,60.0,0.0715
4.0,0.0,60.0,45.0,0.0719
4.0,0.0,60.0,30.0,0.0723
4.0,0.0,60.0,15.0,0.0719
4.0,0.0,60.0,0.0,0.0717
4.0,0.0,70.0,180.0,0.1585
4.0,0.0,70.0,165.0,0.1578
4.0,0.0,70.0,150.0,0.1567
4.0,0.0,70.0,135.0,0.1586
4.0,0.0,70.0,120.0,0.1579
4.0,0.0,70.0,105.0,0.1580
4.0,0.0,70.0,90.0,0.1602
4.0,0.0,70.0,75.0,0.1580
4.0,0.0,70.0,60.0,0.1579
4.0,0.0,70.0,45.0,0.1586
4.0,0.0,70.0,30.0,0.1567
4.0,0.0,70.0,15.0,0.1578
4.0,0.0,70.0,0.0,0.1585
4.0,0.0,80.0,180.0,0.2830
4.0,0.0,80.0,165.0,0.2841
4.0,0.0,80.0,150.0,0.2893
4.0,0.0,80.0,135.0,0.2857
4.0,0.0,80.0,120.0,0.2824
4.0,0.0,80.0,105.0,0.2926
4.0,0.0,80.0,90.0,0.2895
4.0,0.0,80.0,75.0,0.2926
4.0,0.0,80.0,60.0,0.2824
4.0,0.0,80.0,45.0,0.2857
4.0,0.0,80.0,30.0,0.2893
4.0,0.0,80.0,15.0,0.2841
4.0,0.0,80.0,0.0,0.2830
4.0,0.0,87.5,180.0,0.3568
4.0,0.0,87.5,165.0,0.3619
4.0,0.0,87.5,150.0,0.3895
4.0,0.0,87.5,135.0,0.3797
4.0,0.0,87.5,120.0,0.3704
4.0,0.0,87.5,105.0,0.3680
4.0,0.0,87.5,90.0,0.3721
4.0,0.0,87.5,75.0,0.3680
4.0,0.0,87.5,60.0,0.3704
4.0,0.0,87.5,45.0,0.3797
4.0,0.0,87.5,30.0,0.3895
4.0,0.0,87.5,15.0,0.3619
4.0,0.0,87.5,0.0,0.3568
4.0,10.0,0.0,0.0,0.1667
4.0,10.0,10.0,180.0,0.1292
4.0,10.0,10.0,165.0,0.1159
4.0,10.0,10.0,150.0,0.1441
4.0,10.0,10.0,135.0,0.1332
4.0,10.0,10.0,120.0,0.1513
4.0,10.0,10.0,105.0,0.1620
4.0,10.0,10.0,90.0,0.1717
4.0,10.0,10.0,75.0,0.1798
4.0,10.0,10.0,60.0,0.1752
4.0,10.0,10.0,45.0,0.1591
4.0,10.0,10.0,30.0,0.1478
4.0,10.0,10.0,15.0,0.1293
4.0,10.0,10.0,0.0,0.0006
4.0,10.0,20.0,180.0,0.0614
4.0,10.0,20.0,165.0,0.0582
4.0,10.0,20.0,150.0,0.0604
4.0,10.0,20.0,135.0,0.0672
4.0,10.0,20.0,120.0,0.0756
4.0,10.0,20.0,105.0,0.0948
4.0,10.0,20.0,90.0,0.1229
4.0,10.0,20.0,75.0,0.1341
4.0,10.0,20.0,60.0,0.1549
4.0,10.0,20.0,45.0,0.1677
4.0,10.0,20.0,30.0,0.1859
4.0,10.0,20.0,15.0,0.1973
4.0,10.0,20.0,0.0,0.1875
4.0,10.0,30.0,180.0,0.0267
4.0,10.0,30.0,165.0,0.0287
4.0,10.0,30.0,150.0,0.0306
4.0,10.0,30.0,135.0,0.0301
4.0,10.0,30.0,120.0,0.0362
4.0,10.0,30.0,105.0,0.0419
4.0,10.0,30.0,90.0,0.0498
4.0,10.0,30.0,75.0,0.0629
4.0,10.0,30.0,60.0,0.0766
4.0,10.0,30.0,45.0,0.1188
4.0,10.0,30.0,30.0,0.1421
4.0,10.0,30.0,15.0,0.1630
4.0,10.0,30.0,0.0,0.1872
4.0,10.0,40.0,180.0,0.0288
4.0,10.0,40.0,165.0,0.0287
4.0,10.0,40.0,150.0,0.0284
4.0,10.0,40.0,135.0,0.0284
4.0,10.0,40.0,120.0,0.0282
4.0,10.0,40.0,105.0,0.0297
4.0,10.0,40.0,90.0,0.0308
4.0,10.0,40.0,75.0,0.0338
4.0,10.0,40.0,60.0,0.0399
4.0,10.0,40.0,45.0,0.0508
4.0,10.0,40.0,30.0,0.0629
4.0,10.0,40.0,15.0,0.0808
4.0,10.0,40.0,0.0,0.0819
4.0,10.0,50.0,180.0,0.0387
4.0,10.0,50.0,165.0,0.0392
4.0,10.0,50.0,150.0,0.0389
4.0,10.0,50.0,135.0,0.0386
4.0,10.0,50.0,120.0,0.0386
4.0,10.0,50.0,105.0,0.0388
4.0,10.0,50.0,90.0,0.0394
4.0,10.0,50.0,75.0,0.0391
4.0,10.0,50.0,60.0,0.0396
4.0,10.0,50.0,45.0,0.0424
4.0,10.0,50.0,30.0,0.0431
4.0,10.0,50.0,15.0,0.0455
4.0,10.0,50.0,0.0,0.0454
4.0,10.0,60.0,180.0,0.0735
4.0,10.0,60.0,165.0,0.0737
4.0,10.0,60.0,150.0,0.0738
4.0,10.0,60.0,135.0,0.0731
4.0,10.0,60.0,120.0,0.0723
4.0,10.0,60.0,105.0,0.0720
4.0,10.0,60.0,90.0,0.0722
4.0,10.0,60.0,75.0,0.0714
4.0,10.0,60.0,60.0,0.0712
4.0,10.0,60.0,45.0,0.0716
4.0,10.0,60.0,30.0,0.0723
4.0,10.0,60.0,15.0,0.0716
4.0,10.0,60.0,0.0,0.0715
4.0,10.0,70.0,180.0,0.1624
4.0,10.0,70.0,165.0,0.1616
4.0,10.0,70.0,150.0,0.1600
4.0,10.0,70.0,135.0,0.1612
4.0,10.0,70.0,120.0,0.1597
4.0,10.0,70.0,105.0,0.1589
4.0,10.0,70.0,90.0,0.1603
4.0,10.0,70.0,75.0,0.1574
4.0,10.0,70.0,60.0,0.1568
4.0,10.0,70.0,45.0,0.1570
4.0,10.0,70.0,30.0,0.1549
4.0,10.0,70.0,15.0,0.1559
4.0,10.0,70.0,0.0,0.1566
4.0,10.0,80.0,180.0,0.2772
4.0,10.0,80.0,165.0,0.2786
4.0,10.0,80.0,150.0,0.2843
4.0,10.0,80.0,135.0,0.2816
4.0,10.0,80.0,120.0,0.2793
4.0,10.0,80.0,105.0,0.2907
4.0,10.0,80.0,90.0,0.2890
4.0,10.0,80.0,75.0,0.2935
4.0,10.0,80.0,60.0,0.2845
4.0,10.0,80.0,45.0,0.2889
4.0,10.0,80.0,30.0,0.2934
4.0,10.0,80.0,15.0,0.2888
4.0,10.0,80.0,0.0,0.2881
4.0,10.0,87.5,180.0,0.3325
4.0,10.0,87.5,165.0,0.3376
4.0,10.0,87.5,150.0,0.3667
4.0,10.0,87.5,135.0,0.3609
4.0,10.0,87.5,120.0,0.3570
4.0,10.0,87.5,105.0,0.3607
4.0,10.0,87.5,90.0,0.3711
4.0,10.0,87.5,75.0,0.3732
4.0,10.0,87.5,60.0,0.3818
4.0,10.0,87.5,45.0,0.3964
4.0,10.0,87.5,30.0,0.4105
4.0,10.0,87.5,15.0,0.3844
4.0,10.0,87.5,0.0,0.3796
4.0,20.0,0.0,0.0,0.1316
4.0,20.0,10.0,180.0,0.0647
4.0,20.0,10.0,165.0,0.0587
4.0,20.0,10.0,150.0,0.0616
4.0,20.0,10.0,135.0,0.0735
4.0,20.0,10.0,120.0,0.0699
4.0,20.0,10.0,105.0,0.0836
4.0,20.0,10.0,90.0,0.1017
4.0,20.0,10.0,75.0,0.1296
4.0,20.0,10.0,60.0,0.1518
4.0,20.0,10.0,45.0,0.1695
4.0,20.0,10.0,30.0,0.1597
4.0,20.0,10.0,15.0,0.1663
4.0,20.0,10.0,0.0,0.1567
4.0,20.0,20.0,180.0,0.0279
4.0,20.0,20.0,165.0,0.0285
4.0,20.0,20.0,150.0,0.0297
4.0,20.0,20.0,135.0,0.0304
4.0,20.0,20.0,120.0,0.0393
4.0,20.0,20.0,105.0,0.0448
4.0,20.0,20.0,90.0,0.0697
4.0,20.0,20.0,75.0,0.0924
4.0,20.0,20.0,60.0,0.1232
4.0,20.0,20.0,45.0,0.1550
4.0,20.0,20.0,30.0,0.1671
4.0,20.0,20.0,15.0,0.1446
4.0,20.0,20.0,0.0,0.0013
4.0,20.0,30.0,180.0,0.0241
4.0,20.0,30.0,165.0,0.0244
4.0,20.0,30.0,150.0,0.0255
4.0,20.0,30.0,135.0,0.0252
4.0,20.0,30.0,120.0,0.0261
4.0,20.0,30.0,105.0,0.0292
4.0,20.0,30.0,90.0,0.0314
4.0,20.0,30.0,75.0,0.0477
4.0,20.0,30.0,60.0,0.0766
4.0,20.0,30.0,45.0,0.1205
4.0,20.0,30.0,30.0,0.1612
4.0,20.0,30.0,15.0,0.1871
4.0,20.0,30.0,0.0,0.1939
4.0,20.0,40.0,180.0,0.0274
4.0,20.0,40.0,165.0,0.0277
4.0,20.0,40.0,150.0,0.0274
4.0,20.0,40.0,135.0,0.0278
4.0,20.0,40.0,120.0,0.0276
4.0,20.0,40.0,105.0,0.0280
4.0,20.0,40.0,90.0,0.0290
4.0,20.0,40.0,75.0,0.0325
4.0,20.0,40.0,60.0,0.0366
4.0,20.0,40.0,45.0,0.0599
4.0,20.0,40.0,30.0,0.1075
4.0,20.0,40.0,15.0,0.1604
4.0,20.0,40.0,0.0,0.1850
4.0,20.0,50.0,180.0,0.0392
4.0,20.0,50.0,165.0,0.0397
4.0,20.0,50.0,150.0,0.0393
4.0,20.0,50.0,135.0,0.0389
4.0,20.0,50.0,120.0,0.0387
4.0,20.0,50.0,105.0,0.0387
4.0,20.0,50.0,90.0,0.0392
4.0,20.0,50.0,75.0,0.0391
4.0,20.0,50.0,60.0,0.0403
4.0,20.0,50.0,45.0,0.0464
4.0,20.0,50.0,30.0,0.0572
4.0,20.0,50.0,15.0,0.0849
4.0,20.0,50.0,0.0,0.0996
4.0,20.0,60.0,180.0,0.0764
4.0,20.0,60.0,165.0,0.0765
4.0,20.0,60.0,150.0,0.0764
4.0,20.0,60.0,135.0,0.0750
4.0,20.0,60.0,120.0,0.0736
4.0,20.0,60.0,105.0,0.0727
4.0,20.0,60.0,90.0,0.0725
4.0,20.0,60.0,75.0,0.0714
4.0,20.0,60.0,60.0,0.0712
4.0,20.0,60.0,45.0,0.0718
4.0,20.0,60.0,30.0,0.0746
4.0,20.0,60.0,15.0,0.0765
4.0,20.0,60.0,0.0,0.0789
4.0,20.0,70.0,180.0,0.1664
4.0,20.0,70.0,165.0,0.1656
4.0,20.0,70.0,150.0,0.1636
4.0,20.0,70.0,135.0,0.1642
4.0,20.0,70.0,120.0,0.1618
4.0,20.0,70.0,105.0,0.1600
4.0,20.0,70.0,90.0,0.1607
4.0,20.0,70.0,75.0,0.1572
4.0,20.0,70.0,60.0,0.1563
4.0,20.0,70.0,45.0,0.1566
4.0,20.0,70.0,30.0,0.1550
4.0,20.0,70.0,15.0,0.1565
4.0,20.0,70.0,0.0,0.1574
4.0,20.0,80.0,180.0,0.2711
4.0,20.0,80.0,165.0,0.2729
4.0,20.0,80.0,150.0,0.2791
4.0,20.0,80.0,135.0,0.2771
4.0,20.0,80.0,120.0,0.2758
4.0,20.0,80.0,105.0,0.2882
4.0,20.0,80.0,90.0,0.2877
4.0,20.0,80.0,75.0,0.2933
4.0,20.0,80.0,60.0,0.2854
4.0,20.0,80.0,45.0,0.2914
4.0,20.0,80.0,30.0,0.2976
4.0,20.0,80.0,15.0,0.2947
4.0,20.0,80.0,0.0,0.2947
4.0,20.0,87.5,180.0,0.3133
4.0,20.0,87.5,165.0,0.3182
4.0,20.0,87.5,150.0,0.3480
4.0,20.0,87.5,135.0,0.3447
4.0,20.0,87.5,120.0,0.3444
4.0,20.0,87.5,105.0,0.3529
4.0,20.0,87.5,90.0,0.3683
4.0,20.0,87.5,75.0,0.3754
4.0,20.0,87.5,60.0,0.3890
4.0,20.0,87.5,45.0,0.4083
4.0,20.0,87.5,30.0,0.4273
4.0,20.0,87.5,15.0,0.4039
4.0,20.0,87.5,0.0,0.3997
4.0,30.0,0.0,0.0,0.0625
4.0,30.0,10.0,180.0,0.0248
4.0,30.0,10.0,165.0,0.0257
4.0,30.0,10.0,150.0,0.0318
4.0,30.0,10.0,135.0,0.0328
4.0,30.0,10.0,120.0,0.0357
4.0,30.0,10.0,105.0,0.0354
4.0,30.0,10.0,90.0,0.0451
4.0,30.0,10.0,75.0,0.0542
4.0,30.0,10.0,60.0,0.0667
4.0,30.0,10.0,45.0,0.0856
4.0,30.0,10.0,30.0,0.1111
4.0,30.0,10.0,15.0,0.1365
4.0,30.0,10.0,0.0,0.1417
4.0,30.0,20.0,180.0,0.0234
4.0,30.0,20.0,165.0,0.0242
4.0,30.0,20.0,150.0,0.0232
4.0,30.0,20.0,135.0,0.0233
4.0,30.0,20.0,120.0,0.0256
4.0,30.0,20.0,105.0,0.0265
4.0,30.0,20.0,90.0,0.0307
4.0,30.0,20.0,75.0,0.0393
4.0,30.0,20.0,60.0,0.0717
4.0,30.0,20.0,45.0,0.1040
4.0,30.0,20.0,30.0,0.1532
4.0,30.0,20.0,15.0,0.1668
4.0,30.0,20.0,0.0,0.1516
4.0,30.0,30.0,180.0,0.0235
4.0,30.0,30.0,165.0,0.0237
4.0,30.0,30.0,150.0,0.0238
4.0,30.0,30.0,135.0,0.0240
4.0,30.0,30.0,120.0,0.0241
4.0,30.0,30.0,105.0,0.0244
4.0,30.0,30.0,90.0,0.0263
4.0,30.0,30.0,75.0,0.0287
4.0,30.0,30.0,60.0,0.0475
4.0,30.0,30.0,45.0,0.0932
4.0,30.0,30.0,30.0,0.1438
4.0,30.0,30.0,15.0,0.1581
4.0,30.0,30.0,0.0,0.0021
4.0,30.0,40.0,180.0,0.0274
4.0,30.0,40.0,165.0,0.0278
4.0,30.0,40.0,150.0,0.0273
4.0,30.0,40.0,135.0,0.0276
4.0,30.0,40.0,120.0,0.0273
4.0,30.0,40.0,105.0,0.0275
4.0,30.0,40.0,90.0,0.0278
4.0,30.0,40.0,75.0,0.0287
4.0,30.0,40.0,60.0,0.0331
4.0,30.0,40.0,45.0,0.0581
4.0,30.0,40.0,30.0,0.1179
4.0,30.0,40.0,15.0,0.1902
4.0,30.0,40.0,0.0,0.2051
4.0,30.0,50.0,180.0,0.0402
4.0,30.0,50.0,165.0,0.0407
4.0,30.0,50.0,150.0,0.0401
4.0,30.0,50.0,135.0,0.0395
4.0,30.0,50.0,120.0,0.0390
4.0,30.0,50.0,105.0,0.0388
4.0,30.0,50.0,90.0,0.0391
4.0,30.0,50.0,75.0,0.0389
4.0,30.0,50.0,60.0,0.0395
4.0,30.0,50.0,45.0,0.0459
4.0,30.0,50.0,30.0,0.0814
4.0,30.0,50.0,15.0,0.1600
4.0,30.0,50.0,0.0,0.2187
4.0,30.0,60.0,180.0,0.0791
4.0,30.0,60.0,165.0,0.0792
4.0,30.0,60.0,150.0,0.0788
4.0,30.0,60.0,135.0,0.0771
4.0,30.0,60.0,120.0,0.0751
4.0,30.0,60.0,105.0,0.0737
4.0,30.0,60.0,90.0,0.0731
4.0,30.0,60.0,75.0,0.0717
4.0,30.0,60.0,60.0,0.0714
4.0,30.0,60.0,45.0,0.0725
4.0,30.0,60.0,30.0,0.0801
4.0,30.0,60.0,15.0,0.1117
4.0,30.0,60.0,0.0,0.1414
4.0,30.0,70.0,180.0,0.1688
4.0,30.0,70.0,165.0,0.1681
4.0,30.0,70.0,150.0,0.1660
4.0,30.0,70.0,135.0,0.1664
4.0,30.0,70.0,120.0,0.1635
4.0,30.0,70.0,105.0,0.1611
4.0,30.0,70.0,90.0,0.1612
4.0,30.0,70.0,75.0,0.1573
4.0,30.0,70.0,60.0,0.1563
4.0,30.0,70.0,45.0,0.1570
4.0,30.0,70.0,30.0,0.1565
4.0,30.0,70.0,15.0,0.1643
4.0,30.0,70.0,0.0,0.1706
4.0,30.0,80.0,180.0,0.2663
4.0,30.0,80.0,165.0,0.2683
4.0,30.0,80.0,150.0,0.2747
4.0,30.0,80.0,135.0,0.2731
4.0,30.0,80.0,120.0,0.2724
4.0,30.0,80.0,105.0,0.2855
4.0,30.0,80.0,90.0,0.2858
4.0,30.0,80.0,75.0,0.2921
4.0,30.0,80.0,60.0,0.2852
4.0,30.0,80.0,45.0,0.2936
4.0,30.0,80.0,30.0,0.3037
4.0,30.0,80.0,15.0,0.3054
4.0,30.0,80.0,0.0,0.3077
4.0,30.0,87.5,180.0,0.3030
4.0,30.0,87.5,165.0,0.3075
4.0,30.0,87.5,150.0,0.3371
4.0,30.0,87.5,135.0,0.3342
4.0,30.0,87.5,120.0,0.3353
4.0,30.0,87.5,105.0,0.3460
4.0,30.0,87.5,90.0,0.3643
4.0,30.0,87.5,75.0,0.3741
4.0,30.0,87.5,60.0,0.3911
4.0,30.0,87.5,45.0,0.4155
4.0,30.0,87.5,30.0,0.4430
4.0,30.0,87.5,15.0,0.4279
4.0,30.0,87.5,0.0,0.4266
4.0,40.0,0.0,0.0,0.0278
4.0,40.0,10.0,180.0,0.0235
4.0,40.0,10.0,165.0,0.0247
4.0,40.0,10.0,150.0,0.0235
4.0,40.0,10.0,135.0,0.0238
4.0,40.0,10.0,120.0,0.0238
4.0,40.0,10.0,105.0,0.0238
4.0,40.0,10.0,90.0,0.0262
4.0,40.0,10.0,75.0,0.0286
4.0,40.0,10.0,60.0,0.0298
4.0,40.0,10.0,45.0,0.0450
4.0,40.0,10.0,30.0,0.0529
4.0,40.0,10.0,15.0,0.0604
4.0,40.0,10.0,0.0,0.0581
4.0,40.0,20.0,180.0,0.0228
4.0,40.0,20.0,165.0,0.0228
4.0,40.0,20.0,150.0,0.0224
4.0,40.0,20.0,135.0,0.0226
4.0,40.0,20.0,120.0,0.0229
4.0,40.0,20.0,105.0,0.0247
4.0,40.0,20.0,90.0,0.0246
4.0,40.0,20.0,75.0,0.0258
4.0,40.0,20.0,60.0,0.0342
4.0,40.0,20.0,45.0,0.0487
4.0,40.0,20.0,30.0,0.0810
4.0,40.0,20.0,15.0,0.1192
4.0,40.0,20.0,0.0,0.1348
4.0,40.0,30.0,180.0,0.0234
4.0,40.0,30.0,165.0,0.0236
4.0,40.0,30.0,150.0,0.0235
4.0,40.0,30.0,135.0,0.0236
4.0,40.0,30.0,120.0,0.0236
4.0,40.0,30.0,105.0,0.0239
4.0,40.0,30.0,90.0,0.0241
4.0,40.0,30.0,75.0,0.0259
