 rho = L(surface reflected)/L(sky) (non-dimen) as in
 Mobley, 1999, Appl Opt 38, page 7445, Eq. 4
   [(Theta,Phi) are the directions of photon travel.
   Theta is measured from 0 at the zenith.
   Solar photons travel in the Phi = 180 direction (the sun is located at Phi = 0).
   (Thus Phi = 45 represents the 135 degree viewing angle for minimizing sun glitter.)]
   These values are for 550 nm (see RhoNotes.pdf for discussion)
wind,sza,vza,azi,rho
8.0,10.0,30.0,75.0,0.1198
8.0,10.0,30.0,60.0,0.1298
8.0,10.0,30.0,45.0,0.1476
8.0,10.0,30.0,30.0,0.1535
8.0,10.0,30.0,15.0,0.1655
8.0,10.0,30.0,0.0,0.1703
8.0,10.0,40.0,180.0,0.0397
8.0,10.0,40.0,165.0,0.0399
8.0,10.0,40.0,150.0,0.0418
8.0,10.0,40.0,135.0,0.0430
8.0,10.0,40.0,120.0,0.0459
8.0,10.0,40.0,105.0,0.0528
8.0,10.0,40.0,90.0,0.0617
8.0,10.0,40.0,75.0,0.0715
8.0,10.0,40.0,60.0,0.0893
8.0,10.0,40.0,45.0,0.1103
8.0,10.0,40.0,30.0,0.1256
8.0,10.0,40.0,15.0,0.1400
8.0,10.0,40.0,0.0,0.1484
8.0,10.0,50.0,180.0,0.0453
8.0,10.0,50.0,165.0,0.0461
8.0,10.0,50.0,150.0,0.0468
8.0,10.0,50.0,135.0,0.0461
8.0,10.0,50.0,120.0,0.0461
8.0,10.0,50.0,105.0,0.0484
8.0,10.0,50.0,90.0,0.0515
8.0,10.0,50.0,75.0,0.0535
8.0,10.0,50.0,60.0,0.0634
8.0,10.0,50.0,45.0,0.0722
8.0,10.0,50.0,30.0,0.0843
8.0,10.0,50.0,15.0,0.0938
8.0,10.0,50.0,0.0,0.1023
8.0,10.0,60.0,180.0,0.0822
8.0,10.0,60.0,165.0,0.0820
8.0,10.0,60.0,150.0,0.0823
8.0,10.0,60.0,135.0,0.0809
8.0,10.0,60.0,120.0,0.0795
8.0,10.0,60.0,105.0,0.0801
8.0,10.0,60.0,90.0,0.0817
8.0,10.0,60.0,75.0,0.0801
8.0,10.0,60.0,60.0,0.0815
8.0,10.0,60.0,45.0,0.0870
8.0,10.0,60.0,30.0,0.0887
8.0,10.0,60.0,15.0,0.0916
8.0,10.0,60.0,0.0,0.0919
8.0,10.0,70.0,180.0,0.1490
8.0,10.0,70.0,165.0,0.1502
8.0,10.0,70.0,150.0,0.1514
8.0,10.0,70.0,135.0,0.1514
8.0,10.0,70.0,120.0,0.1481
8.0,10.0,70.0,105.0,0.1506
8.0,10.0,70.0,90.0,0.1525
8.0,10.0,70.0,75.0,0.1499
8.0,10.0,70.0,60.0,0.1472
8.0,10.0,70.0,45.0,0.1507
8.0,10.0,70.0,30.0,0.1495
8.0,10.0,70.0,15.0,0.1492
8.0,10.0,70.0,0.0,0.1486
8.0,10.0,80.0,180.0,0.2085
8.0,10.0,80.0,165.0,0.2165
8.0,10.0,80.0,150.0,0.2215
8.0,10.0,80.0,135.0,0.2184
8.0,10.0,80.0,120.0,0.2139
8.0,10.0,80.0,105.0,0.2274
8.0,10.0,80.0,90.0,0.2300
8.0,10.0,80.0,75.0,0.2314
8.0,10.0,80.0,60.0,0.2215
8.0,10.0,80.0,45.0,0.2292
8.0,10.0,80.0,30.0,0.2352
8.0,10.0,80.0,15.0,0.2316
8.0,10.0,80.0,0.0,0.2244
8.0,10.0,87.5,180.0,0.2331
8.0,10.0,87.5,165.0,0.2388
8.0,10.0,87.5,150.0,0.2678
8.0,10.0,87.5,135.0,0.2592
8.0,10.0,87.5,120.0,0.2545
8.0,10.0,87.5,105.0,0.2597
8.0,10.0,87.5,90.0,0.2710
8.0,10.0,87.5,75.0,0.2714
8.0,10.0,87.5,60.0,0.2774
8.0,10.0,87.5,45.0,0.2922
8.0,10.0,87.5,30.0,0.3102
8.0,10.0,87.5,15.0,0.2821
8.0,10.0,87.5,0.0,0.2783
8.0,20.0,0.0,0.0,0.1276
8.0,20.0,10.0,180.0,0.1237
8.0,20.0,10.0,165.0,0.0994
8.0,20.0,10.0,150.0,0.1100
8.0,20.0,10.0,135.0,0.1122
8.0,20.0,10.0,120.0,0.1172
8.0,20.0,10.0,105.0,0.1307
8.0,20.0,10.0,90.0,0.1388
8.0,20.0,10.0,75.0,0.1423
8.0,20.0,10.0,60.0,0.1324
8.0,20.0,10.0,45.0,0.1188
8.0,20.0,10.0,30.0,0.1148
8.0,20.0,10.0,15.0,0.1102
8.0,20.0,10.0,0.0,0.0936
8.0,20.0,20.0,180.0,0.0642
8.0,20.0,20.0,165.0,0.0607
8.0,20.0,20.0,150.0,0.0667
8.0,20.0,20.0,135.0,0.0674
8.0,20.0,20.0,120.0,0.0771
8.0,20.0,20.0,105.0,0.0974
8.0,20.0,20.0,90.0,0.1138
8.0,20.0,20.0,75.0,0.1228
8.0,20.0,20.0,60.0,0.1343
8.0,20.0,20.0,45.0,0.1313
8.0,20.0,20.0,30.0,0.1072
8.0,20.0,20.0,15.0,0.0846
8.0,20.0,20.0,0.0,0.0007
8.0,20.0,30.0,180.0,0.0330
8.0,20.0,30.0,165.0,0.0361
8.0,20.0,30.0,150.0,0.0385
8.0,20.0,30.0,135.0,0.0425
8.0,20.0,30.0,120.0,0.0464
8.0,20.0,30.0,105.0,0.0568
8.0,20.0,30.0,90.0,0.0769
8.0,20.0,30.0,75.0,0.1005
8.0,20.0,30.0,60.0,0.1215
8.0,20.0,30.0,45.0,0.1378
8.0,20.0,30.0,30.0,0.1370
8.0,20.0,30.0,15.0,0.1249
8.0,20.0,30.0,0.0,0.1186
8.0,20.0,40.0,180.0,0.0322
8.0,20.0,40.0,165.0,0.0324
8.0,20.0,40.0,150.0,0.0319
8.0,20.0,40.0,135.0,0.0335
8.0,20.0,40.0,120.0,0.0336
8.0,20.0,40.0,105.0,0.0401
8.0,20.0,40.0,90.0,0.0448
8.0,20.0,40.0,75.0,0.0619
8.0,20.0,40.0,60.0,0.0864
8.0,20.0,40.0,45.0,0.1186
8.0,20.0,40.0,30.0,0.1439
8.0,20.0,40.0,15.0,0.1714
8.0,20.0,40.0,0.0,0.1808
8.0,20.0,50.0,180.0,0.0467
8.0,20.0,50.0,165.0,0.0465
8.0,20.0,50.0,150.0,0.0461
8.0,20.0,50.0,135.0,0.0452
8.0,20.0,50.0,120.0,0.0451
8.0,20.0,50.0,105.0,0.0458
8.0,20.0,50.0,90.0,0.0472
8.0,20.0,50.0,75.0,0.0518
8.0,20.0,50.0,60.0,0.0597
8.0,20.0,50.0,45.0,0.0897
8.0,20.0,50.0,30.0,0.1181
8.0,20.0,50.0,15.0,0.1593
8.0,20.0,50.0,0.0,0.1698
8.0,20.0,60.0,180.0,0.0852
8.0,20.0,60.0,165.0,0.0858
8.0,20.0,60.0,150.0,0.0856
8.0,20.0,60.0,135.0,0.0835
8.0,20.0,60.0,120.0,0.0810
8.0,20.0,60.0,105.0,0.0805
8.0,20.0,60.0,90.0,0.0813
8.0,20.0,60.0,75.0,0.0802
8.0,20.0,60.0,60.0,0.0815
8.0,20.0,60.0,45.0,0.0932
8.0,20.0,60.0,30.0,0.1079
8.0,20.0,60.0,15.0,0.1355
8.0,20.0,60.0,0.0,0.1448
8.0,20.0,70.0,180.0,0.1516
8.0,20.0,70.0,165.0,0.1530
8.0,20.0,70.0,150.0,0.1539
8.0,20.0,70.0,135.0,0.1534
8.0,20.0,70.0,120.0,0.1492
8.0,20.0,70.0,105.0,0.1511
8.0,20.0,70.0,90.0,0.1524
8.0,20.0,70.0,75.0,0.1495
8.0,20.0,70.0,60.0,0.1471
8.0,20.0,70.0,45.0,0.1520
8.0,20.0,70.0,30.0,0.1578
8.0,20.0,70.0,15.0,0.1657
8.0,20.0,70.0,0.0,0.1704
8.0,20.0,80.0,180.0,0.2005
8.0,20.0,80.0,165.0,0.2087
8.0,20.0,80.0,150.0,0.2143
8.0,20.0,80.0,135.0,0.2122
8.0,20.0,80.0,120.0,0.2090
8.0,20.0,80.0,105.0,0.2239
8.0,20.0,80.0,90.0,0.2281
8.0,20.0,80.0,75.0,0.2311
8.0,20.0,80.0,60.0,0.2231
8.0,20.0,80.0,45.0,0.2332
8.0,20.0,80.0,30.0,0.2430
8.0,20.0,80.0,15.0,0.2424
8.0,20.0,80.0,0.0,0.2386
8.0,20.0,87.5,180.0,0.2146
8.0,20.0,87.5,165.0,0.2207
8.0,20.0,87.5,150.0,0.2495
8.0,20.0,87.5,135.0,0.2439
8.0,20.0,87.5,120.0,0.2427
8.0,20.0,87.5,105.0,0.2521
8.0,20.0,87.5,90.0,0.2678
8.0,20.0,87.5,75.0,0.2729
8.0,20.0,87.5,60.0,0.2837
8.0,20.0,87.5,45.0,0.3037
8.0,20.0,87.5,30.0,0.3277
8.0,20.0,87.5,15.0,0.3028
8.0,20.0,87.5,0.0,0.3012
8.0,30.0,0.0,0.0,0.1088
8.0,30.0,10.0,180.0,0.0584
8.0,30.0,10.0,165.0,0.0624
8.0,30.0,10.0,150.0,0.0627
8.0,30.0,10.0,135.0,0.0615
8.0,30.0,10.0,120.0,0.0726
8.0,30.0,10.0,105.0,0.0763
8.0,30.0,10.0,90.0,0.0923
8.0,30.0,10.0,75.0,0.0919
8.0,30.0,10.0,60.0,0.1083
8.0,30.0,10.0,45.0,0.1158
8.0,30.0,10.0,30.0,0.1337
8.0,30.0,10.0,15.0,0.1260
8.0,30.0,10.0,0.0,0.1293
8.0,30.0,20.0,180.0,0.0351
8.0,30.0,20.0,165.0,0.0352
8.0,30.0,20.0,150.0,0.0365
8.0,30.0,20.0,135.0,0.0409
8.0,30.0,20.0,120.0,0.0396
8.0,30.0,20.0,105.0,0.0510
8.0,30.0,20.0,90.0,0.0609
8.0,30.0,20.0,75.0,0.0875
8.0,30.0,20.0,60.0,0.1103
8.0,30.0,20.0,45.0,0.1305
8.0,30.0,20.0,30.0,0.1259
8.0,30.0,20.0,15.0,0.1105
8.0,30.0,20.0,0.0,0.1002
8.0,30.0,30.0,180.0,0.0267
8.0,30.0,30.0,165.0,0.0269
8.0,30.0,30.0,150.0,0.0277
8.0,30.0,30.0,135.0,0.0287
8.0,30.0,30.0,120.0,0.0308
8.0,30.0,30.0,105.0,0.0323
8.0,30.0,30.0,90.0,0.0466
8.0,30.0,30.0,75.0,0.0669
8.0,30.0,30.0,60.0,0.0927
8.0,30.0,30.0,45.0,0.1189
8.0,30.0,30.0,30.0,0.1226
8.0,30.0,30.0,15.0,0.0947
8.0,30.0,30.0,0.0,0.0012
8.0,30.0,40.0,180.0,0.0313
8.0,30.0,40.0,165.0,0.0314
8.0,30.0,40.0,150.0,0.0309
8.0,30.0,40.0,135.0,0.0311
8.0,30.0,40.0,120.0,0.0309
8.0,30.0,40.0,105.0,0.0331
8.0,30.0,40.0,90.0,0.0361
8.0,30.0,40.0,75.0,0.0442
8.0,30.0,40.0,60.0,0.0713
8.0,30.0,40.0,45.0,0.1019
8.0,30.0,40.0,30.0,0.1346
8.0,30.0,40.0,15.0,0.1434
8.0,30.0,40.0,0.0,0.1292
8.0,30.0,50.0,180.0,0.0486
8.0,30.0,50.0,165.0,0.0485
8.0,30.0,50.0,150.0,0.0478
8.0,30.0,50.0,135.0,0.0464
8.0,30.0,50.0,120.0,0.0454
8.0,30.0,50.0,105.0,0.0451
8.0,30.0,50.0,90.0,0.0451
8.0,30.0,50.0,75.0,0.0482
8.0,30.0,50.0,60.0,0.0560
8.0,30.0,50.0,45.0,0.0825
8.0,30.0,50.0,30.0,0.1398
8.0,30.0,50.0,15.0,0.1931
8.0,30.0,50.0,0.0,0.2111
8.0,30.0,60.0,180.0,0.0891
8.0,30.0,60.0,165.0,0.0896
8.0,30.0,60.0,150.0,0.0892
8.0,30.0,60.0,135.0,0.0864
8.0,30.0,60.0,120.0,0.0831
8.0,30.0,60.0,105.0,0.0817
8.0,30.0,60.0,90.0,0.0815
8.0,30.0,60.0,75.0,0.0795
8.0,30.0,60.0,60.0,0.0796
8.0,30.0,60.0,45.0,0.0926
8.0,30.0,60.0,30.0,0.1360
8.0,30.0,60.0,15.0,0.2030
8.0,30.0,60.0,0.0,0.2408
8.0,30.0,70.0,180.0,0.1528
8.0,30.0,70.0,165.0,0.1543
8.0,30.0,70.0,150.0,0.1553
8.0,30.0,70.0,135.0,0.1546
8.0,30.0,70.0,120.0,0.1500
8.0,30.0,70.0,105.0,0.1515
8.0,30.0,70.0,90.0,0.1523
8.0,30.0,70.0,75.0,0.1492
8.0,30.0,70.0,60.0,0.1468
8.0,30.0,70.0,45.0,0.1552
8.0,30.0,70.0,30.0,0.1725
8.0,30.0,70.0,15.0,0.2191
8.0,30.0,70.0,0.0,0.2549
8.0,30.0,80.0,180.0,0.1944
8.0,30.0,80.0,165.0,0.2027
8.0,30.0,80.0,150.0,0.2086
8.0,30.0,80.0,135.0,0.2070
8.0,30.0,80.0,120.0,0.2046
8.0,30.0,80.0,105.0,0.2202
8.0,30.0,80.0,90.0,0.2254
8.0,30.0,80.0,75.0,0.2293
8.0,30.0,80.0,60.0,0.2228
8.0,30.0,80.0,45.0,0.2365
8.0,30.0,80.0,30.0,0.2551
8.0,30.0,80.0,15.0,0.2822
8.0,30.0,80.0,0.0,0.2910
8.0,30.0,87.5,180.0,0.2040
8.0,30.0,87.5,165.0,0.2103
8.0,30.0,87.5,150.0,0.2382
8.0,30.0,87.5,135.0,0.2335
8.0,30.0,87.5,120.0,0.2337
8.0,30.0,87.5,105.0,0.2451
8.0,30.0,87.5,90.0,0.2633
8.0,30.0,87.5,75.0,0.2709
8.0,30.0,87.5,60.0,0.2851
8.0,30.0,87.5,45.0,0.3110
8.0,30.0,87.5,30.0,0.3474
8.0,30.0,87.5,15.0,0.3416
8.0,30.0,87.5,0.0,0.3534
8.0,40.0,0.0,0.0,0.0581
8.0,40.0,10.0,180.0,0.0335
8.0,40.0,10.0,165.0,0.0326
8.0,40.0,10.0,150.0,0.0348
8.0,40.0,10.0,135.0,0.0379
8.0,40.0,10.0,120.0,0.0360
8.0,40.0,10.0,105.0,0.0475
8.0,40.0,10.0,90.0,0.0492
8.0,40.0,10.0,75.0,0.0528
8.0,40.0,10.0,60.0,0.0675
8.0,40.0,10.0,45.0,0.0787
8.0,40.0,10.0,30.0,0.0916
8.0,40.0,10.0,15.0,0.1086
8.0,40.0,10.0,0.0,0.1006
8.0,40.0,20.0,180.0,0.0263
8.0,40.0,20.0,165.0,0.0245
8.0,40.0,20.0,150.0,0.0257
8.0,40.0,20.0,135.0,0.0260
8.0,40.0,20.0,120.0,0.0285
8.0,40.0,20.0,105.0,0.0312
8.0,40.0,20.0,90.0,0.0364
8.0,40.0,20.0,75.0,0.0466
8.0,40.0,20.0,60.0,0.0684
8.0,40.0,20.0,45.0,0.0921
8.0,40.0,20.0,30.0,0.1124
8.0,40.0,20.0,15.0,0.1244
8.0,40.0,20.0,0.0,0.1359
8.0,40.0,30.0,180.0,0.0258
8.0,40.0,30.0,165.0,0.0254
8.0,40.0,30.0,150.0,0.0254
8.0,40.0,30.0,135.0,0.0258
8.0,40.0,30.0,120.0,0.0268
8.0,40.0,30.0,105.0,0.0270
8.0,40.0,30.0,90.0,0.0308
8.0,40.0,30.0,75.0,0.0371
8.0,40.0,30.0,60.0,0.0602
8.0,40.0,30.0,45.0,0.0910
8.0,40.0,30.0,30.0,0.1215
8.0,40.0,30.0,15.0,0.1180
8.0,40.0,30.0,0.0,0.1040
8.0,40.0,40.0,180.0,0.0315
8.0,40.0,40.0,165.0,0.0320
8.0,40.0,40.0,150.0,0.0314
8.0,40.0,40.0,135.0,0.0310
8.0,40.0,40.0,120.0,0.0304
8.0,40.0,40.0,105.0,0.0307
8.0,40.0,40.0,90.0,0.0314
8.0,40.0,40.0,75.0,0.0348
8.0,40.0,40.0,60.0,0.0454
8.0,40.0,40.0,45.0,0.0814
8.0,40.0,40.0,30.0,0.1180
8.0,40.0,40.0,15.0,0.1112
8.0,40.0,40.0,0.0,0.0020
8.0,40.0,50.0,180.0,0.0504
8.0,40.0,50.0,165.0,0.0502
8.0,40.0,50.0,150.0,0.0495
8.0,40.0,50.0,135.0,0.0477
8.0,40.0,50.0,120.0,0.0464
8.0,40.0,50.0,105.0,0.0457
8.0,40.0,50.0,90.0,0.0451
8.0,40.0,50.0,75.0,0.0457
8.0,40.0,50.0,60.0,0.0498
8.0,40.0,50.0,45.0,0.0699
8.0,40.0,50.0,30.0,0.1264
8.0,40.0,50.0,15.0,0.1668
8.0,40.0,50.0,0.0,0.1618
8.0,40.0,60.0,180.0,0.0909
8.0,40.0,60.0,165.0,0.0915
8.0,40.0,60.0,150.0,0.0912
8.0,40.0,60.0,135.0,0.0883
8.0,40.0,60.0,120.0,0.0848
8.0,40.0,60.0,105.0,0.0831
8.0,40.0,60.0,90.0,0.0825
8.0,40.0,60.0,75.0,0.0799
8.0,40.0,60.0,60.0,0.0789
8.0,40.0,60.0,45.0,0.0883
8.0,40.0,60.0,30.0,0.1405
8.0,40.0,60.0,15.0,0.2450
8.0,40.0,60.0,0.0,0.3188
8.0,40.0,70.0,180.0,0.1521
8.0,40.0,70.0,165.0,0.1538
8.0,40.0,70.0,150.0,0.1551
8.0,40.0,70.0,135.0,0.1547
8.0,40.0,70.0,120.0,0.1502
8.0,40.0,70.0,105.0,0.1517
8.0,40.0,70.0,90.0,0.1523
8.0,40.0,70.0,75.0,0.1490
8.0,40.0,70.0,60.0,0.1464
8.0,40.0,70.0,45.0,0.1525
8.0,40.0,70.0,30.0,0.1848
8.0,40.0,70.0,15.0,0.3191
8.0,40.0,70.0,0.0,0.4388
8.0,40.0,80.0,180.0,0.1911
8.0,40.0,80.0,165.0,0.1994
8.0,40.0,80.0,150.0,0.2053
8.0,40.0,80.0,135.0,0.2036
8.0,40.0,80.0,120.0,0.2012
8.0,40.0,80.0,105.0,0.2169
8.0,40.0,80.0,90.0,0.2223
8.0,40.0,80.0,75.0,0.2263
8.0,40.0,80.0,60.0,0.2207
8.0,40.0,80.0,45.0,0.2376
8.0,40.0,80.0,30.0,0.2712
8.0,40.0,80.0,15.0,0.3894
8.0,40.0,80.0,0.0,0.4899
8.0,40.0,87.5,180.0,0.2008
8.0,40.0,87.5,165.0,0.2070
8.0,40.0,87.5,150.0,0.2342
8.0,40.0,87.5,135.0,0.2290
8.0,40.0,87.5,120.0,0.2287
8.0,40.0,87.5,105.0,0.2400
8.0,40.0,87.5,90.0,0.2582
8.0,40.0,87.5,75.0,0.2660
8.0,40.0,87.5,60.0,0.2819
8.0,40.0,87.5,45.0,0.3143
8.0,40.0,87.5,30.0,0.3688
8.0,40.0,87.5,15.0,0.4496
8.0,40.0,87.5,0.0,0.5285
8.0,50.0,0.0,0.0,0.0330
8.0,50.0,10.0,180.0,0.0252
8.0,50.0,10.0,165.0,0.0244
8.0,50.0,10.0,150.0,0.0260
8.0,50.0,10.0,135.0,0.0242
8.0,50.0,10.0,120.0,0.0264
8.0,50.0,10.0,105.0,0.0272
8.0,50.0,10.0,90.0,0.0312
8.0,50.0,10.0,75.0,0.0335
8.0,50.0,10.0,60.0,0.0397
8.0,50.0,10.0,45.0,0.0455
8.0,50.0,10.0,30.0,0.0479
8.0,50.0,10.0,15.0,0.0632
8.0,50.0,10.0,0.0,0.0598
8.0,50.0,20.0,180.0,0.0239
8.0,50.0,20.0,165.0,0.0239
8.0,50.0,20.0,150.0,0.0235
8.0,50.0,20.0,135.0,0.0240
8.0,50.0,20.0,120.0,0.0243
8.0,50.0,20.0,105.0,0.0257
8.0,50.0,20.0,90.0,0.0267
8.0,50.0,20.0,75.0,0.0299
8.0,50.0,20.0,60.0,0.0368
8.0,50.0,20.0,45.0,0.0544
8.0,50.0,20.0,30.0,0.0766
8.0,50.0,20.0,15.0,0.0933
8.0,50.0,20.0,0.0,0.1139
8.0,50.0,30.0,180.0,0.0253
8.0,50.0,30.0,165.0,0.0252
8.0,50.0,30.0,150.0,0.0252
8.0,50.0,30.0,135.0,0.0249
8.0,50.0,30.0,120.0,0.0251
8.0,50.0,30.0,105.0,0.0253
8.0,50.0,30.0,90.0,0.0261
8.0,50.0,30.0,75.0,0.0293
8.0,50.0,30.0,60.0,0.0376
8.0,50.0,30.0,45.0,0.0552
8.0,50.0,30.0,30.0,0.0899
8.0,50.0,30.0,15.0,0.1289
8.0,50.0,30.0,0.0,0.1341
8.0,50.0,40.0,180.0,0.0318
8.0,50.0,40.0,165.0,0.0323
8.0,50.0,40.0,150.0,0.0317
8.0,50.0,40.0,135.0,0.0312
8.0,50.0,40.0,120.0,0.0306
8.0,50.0,40.0,105.0,0.0303
8.0,50.0,40.0,90.0,0.0308
8.0,50.0,40.0,75.0,0.0311
8.0,50.0,40.0,60.0,0.0340
8.0,50.0,40.0,45.0,0.0527
8.0,50.0,40.0,30.0,0.1026
8.0,50.0,40.0,15.0,0.1350
8.0,50.0,40.0,0.0,0.1214
8.0,50.0,50.0,180.0,0.0508
8.0,50.0,50.0,165.0,0.0507
8.0,50.0,50.0,150.0,0.0501
8.0,50.0,50.0,135.0,0.0484
8.0,50.0,50.0,120.0,0.0472
8.0,50.0,50.0,105.0,0.0464
8.0,50.0,50.0,90.0,0.0458
8.0,50.0,50.0,75.0,0.0453
8.0,50.0,50.0,60.0,0.0466
8.0,50.0,50.0,45.0,0.0582
8.0,50.0,50.0,30.0,0.0983
8.0,50.0,50.0,15.0,0.1433
8.0,50.0,50.0,0.0,0.0037
8.0,50.0,60.0,180.0,0.0905
8.0,50.0,60.0,165.0,0.0912
8.0,50.0,60.0,150.0,0.0912
8.0,50.0,60.0,135.0,0.0886
8.0,50.0,60.0,120.0,0.0855
8.0,50.0,60.0,105.0,0.0841
8.0,50.0,60.0,90.0,0.0837
8.0,50.0,60.0,75.0,0.0808
8.0,50.0,60.0,60.0,0.0795
8.0,50.0,60.0,45.0,0.0825
8.0,50.0,60.0,30.0,0.1196
8.0,50.0,60.0,15.0,0.2238
8.0,50.0,60.0,0.0,0.2630
8.0,50.0,70.0,180.0,0.1503
8.0,50.0,70.0,165.0,0.1521
8.0,50.0,70.0,150.0,0.1536
8.0,50.0,70.0,135.0,0.1536
8.0,50.0,70.0,120.0,0.1495
8.0,50.0,70.0,105.0,0.1515
8.0,50.0,70.0,90.0,0.1524
8.0,50.0,70.0,75.0,0.1491
8.0,50.0,70.0,60.0,0.1462
8.0,50.0,70.0,45.0,0.1503
8.0,50.0,70.0,30.0,0.1738
8.0,50.0,70.0,15.0,0.3745
8.0,50.0,70.0,0.0,0.6047
8.0,50.0,80.0,180.0,0.1902
8.0,50.0,80.0,165.0,0.1985
8.0,50.0,80.0,150.0,0.2041
8.0,50.0,80.0,135.0,0.2021
8.0,50.0,80.0,120.0,0.1993
8.0,50.0,80.0,105.0,0.2145
8.0,50.0,80.0,90.0,0.2195
8.0,50.0,80.0,75.0,0.2227
8.0,50.0,80.0,60.0,0.2171
8.0,50.0,80.0,45.0,0.2358
8.0,50.0,80.0,30.0,0.2780
8.0,50.0,80.0,15.0,0.5476
8.0,50.0,80.0,0.0,0.9824
8.0,50.0,87.5,180.0,0.2029
8.0,50.0,87.5,165.0,0.2090
8.0,50.0,87.5,150.0,0.2358
8.0,50.0,87.5,135.0,0.2294
8.0,50.0,87.5,120.0,0.2276
8.0,50.0,87.5,105.0,0.2372
8.0,50.0,87.5,90.0,0.2535
8.0,50.0,87.5,75.0,0.2593
8.0,50.0,87.5,60.0,0.2747
8.0,50.0,87.5,45.0,0.3122
8.0,50.0,87.5,30.0,0.3873
8.0,50.0,87.5,15.0,0.6380
8.0,50.0,87.5,0.0,1.3532
8.0,60.0,0.0,0.0,0.0251
8.0,60.0,10.0,180.0,0.0232
8.0,60.0,10.0,165.0,0.0233
8.0,60.0,10.0,150.0,0.0239
8.0,60.0,10.0,135.0,0.0231
8.0,60.0,10.0,120.0,0.0239
8.0,60.0,10.0,105.0,0.0239
8.0,60.0,10.0,90.0,0.0240
8.0,60.0,10.0,75.0,0.0251
8.0,60.0,10.0,60.0,0.0274
8.0,60.0,10.0,45.0,0.0288
8.0,60.0,10.0,30.0,0.0326
8.0,60.0,10.0,15.0,0.0327
8.0,60.0,10.0,0.0,0.0366
8.0,60.0,20.0,180.0,0.0235
8.0,60.0,20.0,165.0,0.0232
8.0,60.0,20.0,150.0,0.0230
8.0,60.0,20.0,135.0,0.0232
8.0,60.0,20.0,120.0,0.0231
8.0,60.0,20.0,105.0,0.0240
8.0,60.0,20.0,90.0,0.0237
8.0,60.0,20.0,75.0,0.0266
8.0,60.0,20.0,60.0,0.0272
8.0,60.0,20.0,45.0,0.0341
8.0,60.0,20.0,30.0,0.0458
8.0,60.0,20.0,15.0,0.0600
8.0,60.0,20.0,0.0,0.0625
8.0,60.0,30.0,180.0,0.0250
8.0,60.0,30.0,165.0,0.0249
8.0,60.0,30.0,150.0,0.0249
8.0,60.0,30.0,135.0,0.0247
8.0,60.0,30.0,120.0,0.0248
8.0,60.0,30.0,105.0,0.0249
8.0,60.0,30.0,90.0,0.0252
8.0,60.0,30.0,75.0,0.0264
8.0,60.0,30.0,60.0,0.0296
8.0,60.0,30.0,45.0,0.0372
8.0,60.0,30.0,30.0,0.0613
8.0,60.0,30.0,15.0,0.0952
8.0,60.0,30.0,0.0,0.1116
8.0,60.0,40.0,180.0,0.0315
8.0,60.0,40.0,165.0,0.0320
8.0,60.0,40.0,150.0,0.0315
8.0,60.0,40.0,135.0,0.0311
8.0,60.0,40.0,120.0,0.0306
8.0,60.0,40.0,105.0,0.0303
8.0,60.0,40.0,90.0,0.0306
8.0,60.0,40.0,75.0,0.0310
8.0,60.0,40.0,60.0,0.0329
8.0,60.0,40.0,45.0,0.0414
8.0,60.0,40.0,30.0,0.0751
8.0,60.0,40.0,15.0,0.1409
8.0,60.0,40.0,0.0,0.1667
8.0,60.0,50.0,180.0,0.0500
8.0,60.0,50.0,165.0,0.0499
8.0,60.0,50.0,150.0,0.0495
8.0,60.0,50.0,135.0,0.0481
8.0,60.0,50.0,120.0,0.0473
8.0,60.0,50.0,105.0,0.0468
8.0,60.0,50.0,90.0,0.0463
8.0,60.0,50.0,75.0,0.0461
8.0,60.0,50.0,60.0,0.0470
8.0,60.0,50.0,45.0,0.0517
8.0,60.0,50.0,30.0,0.0844
8.0,60.0,50.0,15.0,0.1667
8.0,60.0,50.0,0.0,0.1822
8.0,60.0,60.0,180.0,0.0886
8.0,60.0,60.0,165.0,0.0894
8.0,60.0,60.0,150.0,0.0897
8.0,60.0,60.0,135.0,0.0876
8.0,60.0,60.0,120.0,0.0852
8.0,60.0,60.0,105.0,0.0843
8.0,60.0,60.0,90.0,0.0848
8.0,60.0,60.0,75.0,0.0820
8.0,60.0,60.0,60.0,0.0814
8.0,60.0,60.0,45.0,0.0830
8.0,60.0,60.0,30.0,0.1053
8.0,60.0,60.0,15.0,0.2001
8.0,60.0,60.0,0.0,0.0094
8.0,60.0,70.0,180.0,0.1482
8.0,60.0,70.0,165.0,0.1499
8.0,60.0,70.0,150.0,0.1516
8.0,60.0,70.0,135.0,0.1519
8.0,60.0,70.0,120.0,0.1483
8.0,60.0,70.0,105.0,0.1508
8.0,60.0,70.0,90.0,0.1523
8.0,60.0,70.0,75.0,0.1494
8.0,60.0,70.0,60.0,0.1466
8.0,60.0,70.0,45.0,0.1502
8.0,60.0,70.0,30.0,0.1585
8.0,60.0,70.0,15.0,0.3424
8.0,60.0,70.0,0.0,0.5062
8.0,60.0,80.0,180.0,0.1911
8.0,60.0,80.0,165.0,0.1993
8.0,60.0,80.0,150.0,0.2047
8.0,60.0,80.0,135.0,0.2022
8.0,60.0,80.0,120.0,0.1988
8.0,60.0,80.0,105.0,0.2131
8.0,60.0,80.0,90.0,0.2170
8.0,60.0,80.0,75.0,0.2192
