wl a_phy_star_GH2017 a_phy_star_Ciotti
400 0.0199582680193475 0.0193426542527101
401 0.0201061906215882 0.0194860141749504
402 0.020254113223829 0.0196293740971907
403 0.0204556004230253 0.0198246464137376
404 0.0206570876222217 0.0200199187302844
405 0.0209118294380671 0.0202668030221894
406 0.0211665712539126 0.0205136873140944
407 0.0214130675936063 0.0207525804619684
408 0.0216595639333001 0.0209914736098424
409 0.0219084161233229 0.0212326499417252
410 0.0221572683133457 0.021473826273608
411 0.0224343907073173 0.0217424008135971
412 0.0227115131012888 0.0220109753535863
413 0.0229511898742405 0.0222432592845925
414 0.0231908666471923 0.0224755432155987
415 0.0233510644695687 0.022630799728201
416 0.0235112622919451 0.0227860562408032
417 0.0237105176329349 0.0229791655409206
418 0.0239097729739248 0.0231722748410381
419 0.0240761704024303 0.0233335397326109
420 0.0242425678309359 0.0234948046241838
421 0.0244063614248672 0.023653545996589
422 0.0245701550187985 0.0238122873689942
423 0.0247607929072688 0.0239970450223424
424 0.0249514307957392 0.0241818026756906
425 0.0251389068850838 0.0243634960557638
426 0.0253263829744283 0.024545189435837
427 0.0256103249351419 0.0248203731926938
428 0.0258942668958555 0.0250955569495507
429 0.0261314018302943 0.0253253774451789
430 0.0263685367647331 0.0255551979408072
431 0.0265211090715707 0.0257030641472755
432 0.0266736813784083 0.0258509303537438
433 0.0268894276717016 0.0260600219419232
434 0.0271051739649949 0.0262691135301026
435 0.0271831030140379 0.026344638853764
436 0.0272610320630809 0.0264201641774254
437 0.0273410689782078 0.0264977323499368
438 0.0274211058933347 0.0265753005224482
439 0.0274532198530836 0.0266064239255163
440 0.0274853338128324 0.0266375473285844
441 0.0274224698066831 0.0265766223658217
442 0.0273596058005339 0.0265156974030591
443 0.0271961841829703 0.0263573165333921
444 0.0270327625654068 0.0261989356637252
445 0.0268140404611715 0.0259869600536398
446 0.0265953183569362 0.0257749844435544
447 0.0264175756492144 0.0256027242184652
448 0.0262398329414926 0.025430463993376
449 0.026027434435509 0.0252246169298407
450 0.0258150359295254 0.0250187698663055
451 0.0255929660379804 0.0248035497315759
452 0.0253708961464354 0.0245883295968464
453 0.0252327689218786 0.0244544629133798
454 0.0250946416973219 0.0243205962299132
455 0.0248997260806224 0.0241316927950752
456 0.0247048104639229 0.0239427893602372
457 0.0245589337317048 0.0238014122030573
458 0.0244130569994866 0.0236600350458773
459 0.024280075448017 0.0235311553169564
460 0.0241470938965474 0.0234022755880354
461 0.0239829283262484 0.023243173712892
462 0.0238187627559493 0.0230840718377486
463 0.0236444298315985 0.0229151162210932
464 0.0234700969072477 0.0227461606044379
465 0.0233201284349844 0.0226008179171373
466 0.023170159962721 0.0224554752298367
467 0.0229667508856246 0.0222583403158089
468 0.0227633418085283 0.0220612054017811
469 0.0225613586408416 0.0218654524149165
470 0.0223593754731549 0.021669699428052
471 0.0220958922126674 0.0214143433217984
472 0.0218324089521799 0.0211589872155447
473 0.0215541706291051 0.0208893311673409
474 0.0212759323060302 0.0206196751191371
475 0.0210102791833975 0.0203622160802437
476 0.0207446260607648 0.0201047570413504
477 0.0206246016861051 0.0199884348244781
478 0.0205045773114454 0.0198721126076059
479 0.0203088557459491 0.0196824280835017
480 0.0201131341804528 0.0194927435593975
481 0.0198826328245722 0.0192693520292679
482 0.0196521314686916 0.0190459604991383
483 0.0195611212507162 0.0189577574958488
484 0.0194701110327407 0.0188695544925593
485 0.0193773029289878 0.0187796090593683
486 0.0192844948252349 0.0186896636261773
487 0.0191815813634916 0.0185899245352641
488 0.0190786679017482 0.0184901854443509
489 0.0189246076894396 0.0183408772269297
490 0.018770547477131 0.0181915690095085
491 0.0186221289063999 0.0180477284169505
492 0.0184737103356688 0.0179038878243926
493 0.0182745789868016 0.0177108986918546
494 0.0180754476379343 0.0175179095593165
495 0.0178880955407123 0.0173363363468228
496 0.0177007434434904 0.017154763134329
497 0.0173681965707245 0.0168324736863421
498 0.0170356496979586 0.0165101842383552
499 0.0167412304028868 0.0162248463210379
500 0.016446811107815 0.0159395084037206
501 0.016191325339234 0.0156919031063391
502 0.015935839570653 0.0154442978089577
503 0.0156420402361941 0.0151595607295374
504 0.0153482409017352 0.0148748236501172
505 0.0150192898005242 0.0145560190619333
506 0.0146903386993132 0.0142372144737493
507 0.0143285916816792 0.0138866255608105
508 0.0139668446640451 0.0135360366478717
509 0.0136889163212767 0.0132666810186164
510 0.0134109879785084 0.0129973253893611
511 0.013162011796363 0.0127560288898989
512 0.0129130356142176 0.0125147323904366
513 0.0126334333777944 0.0122437544988593
514 0.0123538311413712 0.0119727766072819
515 0.0121438504817779 0.0117692728115452
516 0.0119338698221847 0.0115657690158084
517 0.0117179375407075 0.0113564971762599
518 0.0115020052592303 0.0111472253367113
519 0.0113124213038019 0.0109634891077881
520 0.0111228373483734 0.0107797528788649
521 0.0108821066423798 0.0105464475234337
522 0.0106413759363861 0.0103131421680024
523 0.010509138337652 0.0101849834445579
524 0.010376900738918 0.0100568247211135
525 0.0102409433765064 0.0099250609702866
526 0.0101049860140948 0.00979329721945973
527 0.00995247570331853 0.00964549109678116
528 0.00979996539254222 0.00949768497410259
529 0.00962104475965587 0.00932428315700895
530 0.00944212412676952 0.00915088133991531
531 0.00933877669259712 0.00905072166247418
532 0.00923542925842472 0.00895056198503305
533 0.00908087307762581 0.00880077309729416
534 0.00892631689682689 0.00865098420955527
535 0.00877566646788932 0.0085049806005679
536 0.00862501603895175 0.00835897699158053
537 0.00851534500652765 0.00825268876758931
538 0.00840567397410355 0.0081464005435981
