wl a_phy_star_GH2017 a_phy_star_Ciotti
400 0.0178534315031841 0.0120777075342044
401 0.0179218202967729 0.0121239720210867
402 0.0179902090903618 0.0121702365079691
403 0.0180947704689894 0.012240971467252
404 0.018199331847617 0.0123117064265348
405 0.0183160449540311 0.0123906619351398
406 0.0184327580604452 0.0124696174437447
407 0.0185435366021263 0.0125445582654715
408 0.0186543151438075 0.0126194990871982
409 0.0187893971410615 0.0127108810075691
410 0.0189244791383156 0.0128022629279399
411 0.0190346924833555 0.0128768213985354
412 0.0191449058283954 0.0129513798691309
413 0.0192019906891597 0.012989997333388
414 0.0192590755499239 0.0130286147976452
415 0.0193291599334365 0.0130760263379213
416 0.0193992443169491 0.0131234378781974
417 0.0194891105829047 0.0131842317080675
418 0.0195789768488603 0.0132450255379377
419 0.0196547131987852 0.0132962605895264
420 0.01973044954871 0.0133474956411151
421 0.0197626657572602 0.0133692896555968
422 0.0197948819658103 0.0133910836700786
423 0.0198499886383303 0.0134283629053763
424 0.0199050953108502 0.013465642140674
425 0.0200316993584858 0.013551288794076
426 0.0201583034061214 0.013636935447478
427 0.0203222104320782 0.0137478172755431
428 0.020486117458035 0.0138586991036081
429 0.0206627414084195 0.0139781838321265
430 0.020839365358804 0.0140976685606449
431 0.0209515568920882 0.0141735652601998
432 0.0210637484253724 0.0142494619597547
433 0.0211654838207939 0.0143182851633813
434 0.0212672192162153 0.0143871083670079
435 0.0212923704667501 0.0144041229923489
436 0.0213175217172848 0.0144211376176899
437 0.0213477597375907 0.0144415934032122
438 0.0213779977578965 0.0144620491887346
439 0.0213344776165217 0.0144326081516277
440 0.021290957475147 0.0144031671145207
441 0.0211671794107176 0.014319432216775
442 0.0210434013462881 0.0142356973190294
443 0.0208817551068962 0.0141263448954893
444 0.0207201088675044 0.0140169924719493
445 0.0205460283020054 0.0138992283235216
446 0.0203719477365065 0.0137814641750938
447 0.0202083233088703 0.0136707735225944
448 0.0200446988812341 0.013560082870095
449 0.0198858786250484 0.0134526422022112
450 0.0197270583688627 0.0133452015343275
451 0.019610062664128 0.0132660548501569
452 0.0194930669593933 0.0131869081659863
453 0.0193924619572543 0.0131188496646223
454 0.0192918569551153 0.0130507911632582
455 0.0192217725716027 0.0130033796229821
456 0.0191516881880902 0.012955968082706
457 0.0190835819928219 0.0129098947713893
458 0.0190154757975537 0.0128638214600726
459 0.0189971069067137 0.0128513950483067
460 0.0189787380158737 0.0128389686365408
461 0.0189176967786208 0.0127976747143648
462 0.0188566555413679 0.0127563807921889
463 0.0187990054839624 0.0127173809768005
464 0.0187413554265569 0.0126783811614121
465 0.0186726840346475 0.0126319254989641
466 0.018604012642738 0.0125854698365162
467 0.0185087770086907 0.0125210436708991
468 0.0184135413746433 0.0124566175052819
469 0.0182705466244121 0.0123598826690735
470 0.0181275518741808 0.012263147832865
471 0.0179664708314301 0.0121541777604562
472 0.0178053897886795 0.0120452076880474
473 0.0176087013575313 0.0119121494943693
474 0.0174120129263832 0.0117790913006913
475 0.017241040942411 0.0116634300834855
476 0.0170700689584388 0.0115477688662797
477 0.0169479864839331 0.0114651810219278
478 0.0168259040094273 0.0113825931775758
479 0.0166933653970588 0.0112929318372956
480 0.0165608267846903 0.0112032704970154
481 0.0164234840008713 0.0111103591721195
482 0.0162861412170523 0.0110174478472236
483 0.0161968401477379 0.0109570363684848
484 0.0161075390784235 0.0108966248897459
485 0.0160371720965904 0.0108490221739041
486 0.0159668051147572 0.0108014194580624
487 0.0159046334842218 0.0107593608336239
488 0.0158424618536865 0.0107173022091855
489 0.0157732252651358 0.0106704641956062
490 0.0157039886765851 0.010623626182027
491 0.0155971665113925 0.0105513618182191
492 0.0154903443462 0.0104790974544112
493 0.0154100864231453 0.0104248035937724
494 0.0153298285000906 0.0103705097331337
495 0.0152128327953559 0.0102913630489631
496 0.0150958370906212 0.0102122163647925
497 0.0149635810765733 0.0101227462000779
498 0.0148313250625254 0.0100332760353634
499 0.0146467883591637 0.00990843839100736
500 0.014462251655802 0.00978360074665135
501 0.0142878884919824 0.009665645422658
502 0.0141135253281629 0.00954769009866464
503 0.0139770303393058 0.00945535230046563
504 0.0138405353504486 0.00936301450226662
505 0.0136704111614383 0.00924792681175771
506 0.013500286972428 0.00913283912124879
507 0.0133208370388373 0.00901144263707411
508 0.0131413871052467 0.00889004615289943
509 0.0129687195313508 0.00877323788229985
510 0.012796051957455 0.00865642961170027
511 0.0126513616173 0.00855854772209801
512 0.012506671277145 0.00846066583249575
513 0.0123625461336313 0.00836316629402474
