wl aphy_star bbp_star
491 0.0125486107150764 0.000336194354817841
492 0.0126157904687427 0.00033509259250833
493 0.0127152155259731 0.00033399083019882
494 0.0128316917795893 0.000332889067889309
495 0.0128733797061011 0.000331787305579798
496 0.0129495639064952 0.000330685543270287
497 0.0129841289869239 0.000329583780960776
498 0.0129719915570845 0.000328482018651265
499 0.0129194041420491 0.000327380256341754
500 0.0128691390371422 0.000326278494032243
501 0.0127663697215954 0.000325176731722732
502 0.0126020457871443 0.000324074969413221
503 0.0124127656166954 0.00032297320710371
504 0.0122452899675485 0.0003218714447942
505 0.0120137917314446 0.000320769682484689
506 0.0118210308436028 0.000319667920175178
507 0.0115140082910769 0.000318566157865667
508 0.0112789831033306 0.000317464395556156
509 0.0109950691482634 0.000316362633246645
510 0.0107217362596801 0.000315260870937134
511 0.0104658216513045 0.000314159108627623
512 0.0101756788638629 0.000313057346318112
513 0.00992554327901944 0.000311955584008601
514 0.00962398959782348 0.00031085382169909
515 0.0093770366146305 0.00030975205938958
516 0.00914906427447093 0.000308650297080069
517 0.00894859649776243 0.000307548534770558
518 0.00873689798533316 0.000306446772461047
519 0.00857820925738991 0.000305345010151536
520 0.00843586248128206 0.000304243247842025
521 0.00832447824232572 0.000303141485532514
522 0.00822813929667365 0.000302039723223003
523 0.00814816613156747 0.000300937960913492
524 0.00809733159974178 0.000299836198603981
525 0.00805139313975979 0.000298734436294471
526 0.00799702912466287 0.00029763267398496
527 0.00799171075704267 0.000296530911675449
528 0.00799518692295285 0.000295429149365938
529 0.00799634521104392 0.000294327387056427
530 0.00801099334903958 0.000293225624746916
531 0.00807965390825003 0.000292123862437405
532 0.00812508571021043 0.000291022100127894
533 0.00812262939937856 0.000291678822361916
534 0.00816905233671516 0.000292335544595937
535 0.00820797599933844 0.000292992266829959
536 0.00823238198579512 0.00029364898906398
537 0.00828633539412309 0.000294305711298002
538 0.00828255877742445 0.000294962433532023
539 0.00830917115932811 0.000295619155766044
540 0.00835533126417178 0.000296275878000066
541 0.00837010343620771 0.000296932600234087
542 0.00836408088962494 0.000297589322468109
543 0.00838177658386729 0.00029824604470213
544 0.00838669353267847 0.000298902766936152
545 0.00836328954667529 0.000299559489170173
546 0.00833474151931866 0.000300216211404195
547 0.00827519783866773 0.000300872933638216
548 0.00824250910269814 0.000301529655872238
549 0.00818168490156294 0.000302186378106259
550 0.00810891750357902 0.000302843100340281
551 0.00805812821359208 0.000303499822574302
552 0.00801392730433161 0.000304156544808324
553 0.00791947011462423 0.000304813267042345
554 0.00784023288773069 0.000305469989276367
555 0.00774553184007812 0.000306126711510388
556 0.00765241602450917 0.00030678343374441
557 0.00755277732949075 0.000307440155978431
558 0.00744622856336713 0.000308096878212452
559 0.0073867608571689 0.000308753600446474
560 0.00728124026021913 0.000309410322680495
561 0.0072236642268221 0.000310067044914517
562 0.00715286296422759 0.000310723767148538
563 0.00706602594556329 0.00031138048938256
564 0.00697495360651914 0.000312037211616581
565 0.00690970463591117 0.000312693933850603
566 0.00682451143855533 0.000313350656084624
567 0.00675079211167247 0.000314007378318646
568 0.00665709707135929 0.000314664100552667
569 0.00657255696810585 0.000315320822786689
570 0.00644003722315342 0.00031597754502071
571 0.00633445330005698 0.000316634267254732
572 0.00623702043430613 0.000317290989488753
573 0.0061113506999179 0.000317947711722775
574 0.00596619733106152 0.000318604433956796
575 0.00585084977094406 0.000319261156190817
576 0.00573735516961024 0.000319917878424839
577 0.00558713693845435 0.00032057460065886
578 0.0054905296604805 0.000321231322892882
579 0.00537264146503602 0.000321888045126903
580 0.00527327971454437 0.000322544767360925
581 0.00513508672026386 0.000323201489594946
582 0.00502716654108002 0.000323858211828968
583 0.00494630847855163 0.000324514934062989
584 0.00483685559213271 0.000325171656297011
585 0.00475979208798511 0.000325828378531032
586 0.0046968006498379 0.000326485100765054
587 0.00462806670717088 0.000327141822999075
588 0.0045406228799428 0.000327798545233097
589 0.00445574505004297 0.000328455267467118
590 0.00436842997203761 0.00032911198970114
591 0.00424889472831198 0.000329768711935161
592 0.00417017604283779 0.000330425434169183
593 0.00405463414659313 0.000331082156403204
594 0.00395728693407941 0.000331738878637225
595 0.00384946841996545 0.000332395600871247
596 0.00374316736440806 0.000333052323105268
597 0.00365093734584174 0.00033370904533929
598 0.00356216979449197 0.000334365767573311
599 0.00348563754103436 0.000335022489807333
600 0.00341863606202857 0.000335679212041354
601 0.00337473096771047 0.000336335934275376
602 0.00333194333460052 0.000336992656509397
603 0.00330685969408418 0.000337649378743419
604 0.0033019061990992 0.00033830610097744
605 0.00332146549381883 0.000338962823211462
606 0.00337759943740942 0.000339619545445483
607 0.00340668705470221 0.000340276267679505
608 0.00344741219411575 0.000340932989913526
609 0.00349864682325005 0.000341589712147548
610 0.00357367512968802 0.000342246434381569
611 0.00368304809788529 0.00034290315661559
612 0.00376366125329571 0.000343559878849612
613 0.00383364103537473 0.000344216601083633
614 0.00391619199368468 0.000344873323317655
615 0.00398978893670987 0.000345530045551676
616 0.00410192989485623 0.000346186767785698
617 0.00416418435150153 0.000346843490019719
618 0.00421678284319005 0.000347500212253741
619 0.00428665706106769 0.000348156934487762
620 0.00433249333294528 0.000348813656721784
621 0.00440212751700042 0.000349470378955805
622 0.00448594467878493 0.000350127101189827
623 0.00454937953967732 0.000350783823423848
624 0.00461305824636456 0.00035144054565787
625 0.00464741732292924 0.000352097267891891
626 0.00470816886637507 0.000352753990125913
627 0.00474807815981184 0.000353410712359934
628 0.00479573319280219 0.000354067434593956
629 0.00484946952817524 0.000354724156827977
630 0.00486238590243381 0.000355380879061999
631 0.00488192773646583 0.00035603760129602
632 0.00492564485004894 0.000356694323530041
633 0.0049542813526691 0.000357351045764063
634 0.00493789089544791 0.000358007767998084
635 0.00495002739290786 0.000358664490232106
636 0.00496999829629685 0.000359321212466127
637 0.0049509948221446 0.000359977934700149
638 0.00491892644280825 0.00036063465693417
639 0.00489374454348718 0.000361291379168192
640 0.00487604338396588 0.000361948101402213
641 0.00483947967693762 0.000362604823636235
642 0.00478406269365985 0.000363261545870256
643 0.00473141777240842 0.000363918268104278
644 0.00465900051527159 0.000364574990338299
645 0.00459518601588972 0.000365231712572321
646 0.00452417387708928 0.000365888434806342
647 0.0044539530267059 0.000366545157040364
648 0.00439191196512474 0.000367201879274385
649 0.00436759080744391 0.000367858601508406
650 0.00441861409253564 0.000368515323742428
651 0.00448238186433726 0.000369172045976449
652 0.00457068076482823 0.000369828768210471
653 0.0047348466432078 0.000370485490444492
654 0.00496377851505253 0.000371142212678514
655 0.00525743660764993 0.000371798934912535
656 0.00557236893637528 0.000372455657146557
657 0.00595348115267257 0.000373112379380578
658 0.00643316570114615 0.0003737691016146
659 0.00693509574949864 0.000374425823848621
660 0.00747683195232447 0.000375082546082643
661 0.00805259063011919 0.000375739268316664
662 0.00862362969242656 0.000376395990550686
663 0.00921640242733624 0.000377052712784707
664 0.00976785963644803 0.000377709435018729
665 0.0103109045005067 0.00037836615725275
666 0.0108240430143545 0.000379022879486772
667 0.0112836583029384 0.000379679601720793
668 0.011695254612767 0.000380336323954814
669 0.0120690576418615 0.000380993046188836
670 0.0124213926343556 0.000381649768422857
671 0.0126845948563777 0.000382306490656879
672 0.0129273394614741 0.0003829632128909
673 0.0131491411725077 0.000383619935124922
674 0.0133060381479605 0.000384276657358943
675 0.013397598390922 0.000384933379592965
676 0.0134472264326117 0.000385590101826986
677 0.0134620776310239 0.000386246824061008
678 0.0134650926222449 0.000386903546295029
679 0.0133773877982826 0.000387560268529051
680 0.0132010286452408 0.000388216990763072
681 0.0129552802057387 0.000388873712997094
682 0.0126511229203453 0.000389530435231115
683 0.0122504993608749 0.000390187157465137
684 0.0117016417344046 0.000390843879699158
685 0.0110560466542159 0.000391500601933179
686 0.010315984055084 0.000392157324167201
687 0.00947108724197895 0.000392814046401222
688 0.00863446009729291 0.000393470768635244
689 0.00779796211011796 0.000394127490869265
690 0.00692017363962268 0.000394784213103287
691 0.00610704775230059 0.000395440935337308
692 0.00535899620021476 0.00039609765757133
693 0.00465248484210987 0.000396754379805351
694 0.00400273296008646 0.000397411102039373
695 0.0034529987518629 0.000398067824273394
696 0.00296055592344467 0.000398724546507416
697 0.00253250390592926 0.000399381268741437
698 0.0021549351753008 0.000400037990975459
699 0.0018258588888534 0.00040069471320948
700 0.00151672272104674 0.000401351435443502
701 0.00128056165974878 0.000401351435443502
702 0.00109083762460116 0.000401351435443502
703 0.000944438586961274 0.000401351435443502
704 0.000782688813781576 0.000401351435443502
705 0.000679457700751696 0.000401351435443502
706 0.000581821906911466 0.000401351435443502
707 0.000492895264431792 0.000401351435443502
708 0.000394854016409633 0.000401351435443502
709 0.000326405699041445 0.000401351435443502
710 0.0002977231235748 0.000401351435443502
711 0.000273653971799101 0.000401351435443502
712 0.000218967788164991 0.000401351435443502
713 0.000178384264127383 0.000401351435443502
714 0.00012907283702608 0.000401351435443502
715 0.000101718583582477 0.000401351435443502
716 0.000122336080228485 0.000401351435443502
717 0.000111378489251769 0.000401351435443502
718 8.43850585773124e-05 0.000401351435443502
719 6.97834332069094e-05 0.000401351435443502
720 0 0.000401351435443502
721 0 0.000401351435443502
722 0 0.000401351435443502
723 0 0.000401351435443502
724 0 0.000401351435443502
725 0 0.000401351435443502
726 0 0.000401351435443502
727 0 0.000401351435443502
728 0 0.000401351435443502
729 0 0.000401351435443502
730 0 0.000401351435443502
731 0 0.000401351435443502
732 0 0.000401351435443502
733 0 0.000401351435443502
734 0 0.000401351435443502
735 0 0.000401351435443502
736 0 0.000401351435443502
737 0 0.000401351435443502
738 0 0.000401351435443502
739 0 0.000401351435443502
740 0 0.000401351435443502
741 0 0.000401351435443502
742 0 0.000401351435443502
743 0 0.000401351435443502
744 0 0.000401351435443502
745 0 0.000401351435443502
746 0 0.000401351435443502
747 0 0.000401351435443502
748 0 0.000401351435443502
749 0 0.000401351435443502
750 0 0.000401351435443502
751 0 0.000401351435443502
752 0 0.000401351435443502
753 0 0.000401351435443502
754 0 0.000401351435443502
755 0 0.000401351435443502
756 0 0.000401351435443502
757 0 0.000401351435443502
758 0 0.000401351435443502
759 0 0.000401351435443502
760 0 0.000401351435443502
761 0 0.000401351435443502
762 0 0.000401351435443502
763 0 0.000401351435443502
764 0 0.000401351435443502
765 0 0.000401351435443502
766 0 0.000401351435443502
767 0 0.000401351435443502
768 0 0.000401351435443502
769 0 0.000401351435443502
770 0 0.000401351435443502
771 0 0.000401351435443502
772 0 0.000401351435443502
773 0 0.000401351435443502
774 0 0.000401351435443502
775 0 0.000401351435443502
776 0 0.000401351435443502
777 0 0.000401351435443502
778 0 0.000401351435443502
779 0 0.000401351435443502
780 0 0.000401351435443502
781 0 0.000401351435443502
782 0 0.000401351435443502
783 0 0.000401351435443502
784 0 0.000401351435443502
785 0 0.000401351435443502
786 0 0.000401351435443502
787 0 0.000401351435443502
788 0 0.000401351435443502
789 0 0.000401351435443502
790 0 0.000401351435443502
791 0 0.000401351435443502
792 0 0.000401351435443502
793 0 0.000401351435443502
794 0 0.000401351435443502
795 0 0.000401351435443502
796 0 0.000401351435443502
797 0 0.000401351435443502
798 0 0.000401351435443502
799 0 0.000401351435443502
800 0 0.000401351435443502
