wl a_phy_star_GH2017 a_phy_star_Ciotti
400 0.0182015851896345 0.0132644675086491
401 0.0182831293938536 0.0133238931265891
402 0.0183646735980726 0.0133833187445292
403 0.0184852671395234 0.0134712017006377
404 0.0186058606809742 0.0135590846567463
405 0.0187454046360815 0.0136607777916719
406 0.0188849485911888 0.0137624709265975
407 0.0190181757417439 0.0138595606685841
408 0.019151402892299 0.0139566504105706
409 0.0193053032213886 0.0140688058021758
410 0.0194592035504781 0.014180961193781
411 0.0195970247407075 0.014281398857905
412 0.019734845930937 0.0143818365220291
413 0.019822132684749 0.014445447042641
414 0.0199094194385609 0.0145090575632529
415 0.0199944091725358 0.014570994122796
416 0.0200793989065106 0.0146329306823392
417 0.020187358838857 0.0147116068525697
418 0.0202953187712034 0.0147902830228002
419 0.0203860510547711 0.0148564044850152
420 0.0204767833383388 0.0149225259472302
421 0.020530763304512 0.0149618640323455
422 0.0205847432706852 0.0150012021174607
423 0.0206622676901892 0.0150576983035305
424 0.0207397921096933 0.0151141944896003
425 0.0208764647900042 0.0152137951731899
426 0.021013137470315 0.0153133958567796
427 0.0211968990572876 0.0154473127422784
428 0.0213806606442602 0.0155812296277771
429 0.0215672935060292 0.0157172389646117
430 0.0217539263677982 0.0158532483014464
431 0.0218727971443711 0.0159398757867534
432 0.021991667920944 0.0160265032720604
433 0.0221122614623948 0.0161143862281689
434 0.0222328550038455 0.0162022691842774
435 0.0222667360464436 0.0162269601100413
436 0.0223006170890417 0.0162516510358051
437 0.0223390921713141 0.0162796898837064
438 0.0223775672535865 0.0163077287316077
439 0.0223465574857848 0.0162851302571798
440 0.0223155477179832 0.0162625317827519
441 0.0222018452360439 0.0161796707098495
442 0.0220881427541046 0.0160968096369472
443 0.021926202855585 0.0159787953816014
444 0.0217642629570655 0.0158607811262557
445 0.02158279838993 0.0157285382018257
446 0.0214013338227946 0.0155962952773957
447 0.02123537413956 0.0154753515901796
448 0.0210694144563254 0.0153544079029636
449 0.0209017320082129 0.015232208744946
450 0.0207340495601004 0.0151100095869284
451 0.0205996738996267 0.0150120828644075
452 0.020465298239153 0.0149141561418865
453 0.0203584868167252 0.0148363169521904
454 0.0202516753942974 0.0147584777624943
455 0.0201609431107297 0.0146923563002793
456 0.0200702108271619 0.0146262348380643
457 0.0199892408779021 0.0145672277103914
458 0.0199082709286424 0.0145082205827185
459 0.0198709443562885 0.0144810187153516
460 0.0198336177839347 0.0144538168479847
461 0.0197555191094714 0.0143969021716477
462 0.019677420435008 0.0143399874953107
463 0.0196004702704633 0.0142839097995081
464 0.0195235201059185 0.0142278321037056
465 0.0194414016467401 0.0141679879954983
466 0.0193592831875618 0.0141081438872911
467 0.0192461549605818 0.0140257013046559
468 0.0191330267336018 0.0139432587220208
469 0.0189802749144308 0.0138319403109499
470 0.0188275230952598 0.0137206218998791
471 0.0186495040578802 0.0135908899170522
472 0.0184714850205005 0.0134611579342253
473 0.0182613077054006 0.0133079904964362
474 0.0180511303903007 0.013154823058647
475 0.0178644975285316 0.0130188137218123
476 0.0176778646667626 0.0128828043849777
477 0.0175561226153933 0.0127940844483348
478 0.0174343805640239 0.0127053645116919
479 0.0172913910791609 0.0126011604351632
480 0.0171484015942979 0.0124969563586345
481 0.0169956497751269 0.0123856379475637
482 0.0168428979559559 0.0122743195364929
483 0.0167533141823068 0.0122090350548122
484 0.0166637304086577 0.0121437505731316
485 0.0165896515189093 0.0120897653286649
486 0.016515572629161 0.0120357800841982
487 0.0164466620340463 0.0119855612521362
488 0.0163777514389316 0.0119353424200742
489 0.0162944844698346 0.0118746613313326
490 0.0162112175007377 0.011813980242591
491 0.0160975150187984 0.0117311191696886
492 0.0159838125368591 0.0116482580967863
493 0.0158838921739428 0.0115754407902964
494 0.0157839718110264 0.0115026234838064
495 0.0156553387001456 0.0114088816639573
496 0.0155267055892648 0.0113151398441082
497 0.0153613201609895 0.0111946146471594
498 0.0151959347327141 0.0110740894502105
499 0.014993222732085 0.0109263623858947
500 0.0147905107314559 0.0107786353215789
501 0.0146027293597683 0.0106417890042099
502 0.0144149479880807 0.0105049426868409
503 0.0142524338346018 0.010386509941228
504 0.0140899196811229 0.010268077195615
505 0.013893524485046 0.0101249535242383
506 0.013697129288969 0.00998182985286149
507 0.0134875262288284 0.0098290809053395
508 0.0132779231686878 0.00967633195781752
509 0.013087844777163 0.00953781167937977
510 0.0128977663856383 0.00939929140094202
511 0.0127358264871187 0.00928127714559627
512 0.0125738865885991 0.00916326289025051
513 0.0124073526504052 0.00904190071276729
514 0.0122408187122113 0.00892053853528407
515 0.0120978292273482 0.00881633445875537
