wl a_phy_star_GH2017 a_phy_star_Ciotti
400 0.021447645982012 0.0245970834329429
401 0.0216518465426515 0.0248312694238585
402 0.0218560471032911 0.0250654554147741
403 0.022126118812524 0.025375185273727
404 0.022396190521757 0.0256849151326799
405 0.0227486011667317 0.0260890748266794
406 0.0231010118117064 0.0264932345206789
407 0.0234435417843921 0.0268860626344729
408 0.0237860717570778 0.0272788907482668
409 0.0241154275000448 0.0276566100884533
410 0.0244447832430118 0.0280343294286397
411 0.0248400101345722 0.0284875926368635
412 0.0252352370261327 0.0289408558450873
413 0.0256041154582557 0.0293639015060961
414 0.0259729938903788 0.029786947167105
415 0.0261969557955963 0.0300437963184318
416 0.0264209177008139 0.0303006454697585
417 0.0266975765249062 0.0306179297155152
418 0.0269742353489985 0.0309352139612718
419 0.0272047843690754 0.0311996174994024
420 0.0274353333891523 0.0314640210375329
421 0.0276922308686666 0.0317586421228783
422 0.0279491283481809 0.0320532632082238
423 0.0282356678445622 0.032381879034186
424 0.0285222073409435 0.0327104948601482
425 0.0287527563610204 0.0329748983982788
426 0.0289833053810973 0.0332393019364093
427 0.0293521838132203 0.0336623475974181
428 0.0297210622453434 0.034085393258427
429 0.0300010146268654 0.0344064546975855
430 0.0302809670083873 0.034727516136744
431 0.0304621126670192 0.0349352617738465
432 0.030643258325651 0.0351430074109491
433 0.0309396784943214 0.0354829548171169
434 0.0312360986629917 0.0358229022232847
435 0.0313513731730301 0.03595510399235
436 0.0314666476830686 0.0360873057614153
437 0.031581922193107 0.0362195075304805
438 0.0316971967031455 0.0363517092995458
439 0.0317828291963169 0.0364499163279943
440 0.0318684616894883 0.0365481233564428
441 0.0318487003449103 0.0365254601960316
442 0.0318289390003323 0.0365027970356204
443 0.0316642611288488 0.0363139373655271
444 0.0314995832573653 0.0361250776954339
445 0.0312492728927103 0.0358380109968922
446 0.0309989625280554 0.0355509442983505
447 0.0308112297545642 0.0353356442744442
448 0.030623496981073 0.0351203442505379
449 0.0303731866164181 0.0348332775519962
450 0.0301228762517632 0.0345462108534545
451 0.0298264560830928 0.0342062634472866
452 0.0295300359144225 0.0338663160411188
453 0.029365358042939 0.0336774563710256
454 0.0292006801714555 0.0334885967009323
455 0.0289174342325039 0.033163758068372
456 0.0286341882935522 0.0328389194358116
457 0.0284332812903424 0.0326085106382979
458 0.0282323742871325 0.0323781018407841
459 0.0280182930542039 0.0321325842696629
460 0.0278042118212754 0.0318870666985417
461 0.0275670756863391 0.0316151087736075
462 0.0273299395514029 0.0313431508486732
463 0.0270730420718886 0.0310485297633278
464 0.0268161445923743 0.0307539086779823
465 0.0266086504743051 0.0305159454936648
466 0.0264011563562359 0.0302779823093474
467 0.0261212039747139 0.0299569208701889
468 0.025841251593192 0.0296358594310304
469 0.0255975283433964 0.0293563471192924
470 0.0253538050936008 0.0290768348075544
471 0.0250178622357744 0.0286915610805642
472 0.0246819193779481 0.028306287353574
473 0.0243459765201217 0.0279210136265838
474 0.0240100336622954 0.0275357398995936
475 0.0236773843618987 0.0271542433660053
476 0.023344735061502 0.0267727468324169
477 0.0232261669940339 0.0266367678699498
478 0.0231075989265657 0.0265007889074827
479 0.0228671692341998 0.0262250537891465
480 0.0226267395418339 0.0259493186708104
481 0.0223303193731636 0.0256093712646426
482 0.0220338992044933 0.0252694238584748
483 0.0219416795964625 0.0251636624432226
484 0.0218494599884318 0.0250579010279704
485 0.0217407725932526 0.0249332536457088
486 0.0216320851980735 0.0248086062634473
487 0.0215003429008867 0.0246575185273727
488 0.0213686006036999 0.0245064307912981
489 0.0211545193707714 0.0242609132201769
490 0.0209404381378428 0.0240153956490557
491 0.0207625860366406 0.023811427205355
492 0.0205847339354384 0.0236074587616543
493 0.0203014879964868 0.023282620129094
494 0.0200182420575351 0.0229577814965336
495 0.0197811059225989 0.0226858235715993
496 0.0195439697876626 0.0224138656466651
497 0.0190696975177901 0.0218699497967966
498 0.0185954252479176 0.021326033946928
499 0.0182232532583649 0.0208992110925173
500 0.0178510812688122 0.0204723882381066
501 0.0175381933129935 0.0201135548649295
502 0.0172253053571749 0.0197547214917523
503 0.0168201977933254 0.019290126703323
504 0.016415090229476 0.0188255319148936
505 0.0159737535339002 0.0183193879990437
506 0.0155324168383244 0.0178132440831939
507 0.0150416767813036 0.017250442266316
508 0.0145509367242827 0.0166876404494382
509 0.014198526079308 0.0162834807554387
510 0.0138461154343333 0.0158793210614392
511 0.0135233468062256 0.0155091561080564
512 0.0132005781781179 0.0151389911546737
513 0.0128251126311355 0.0147083911068611
514 0.0124496470841532 0.0142777910590485
515 0.0121828689323499 0.0139718383934975
516 0.0119160907805466 0.0136658857279465
517 0.0116295512841653 0.0133372699019842
518 0.011343011787784 0.013008654076022
519 0.0111124627677071 0.0127442505378915
520 0.0108819137476302 0.0124798469997609
521 0.0105690257918115 0.0121210136265838
522 0.0102561378359928 0.0117621802534066
523 0.010114514866517 0.0115997609371265
524 0.0099728918970412 0.0114373416208463
525 0.00980492046812803 0.0112447047573512
526 0.00963694903921485 0.0110520678938561
527 0.00945250982315332 0.0108405450633517
528 0.00926807060709179 0.0106290222328472
529 0.00903093447215554 0.010357064307913
530 0.00879379833721929 0.0100851063829787
531 0.00868511094204018 0.00996045900071719
532 0.00857642354686106 0.00983581161845566
533 0.00838869077336986 0.00962051159454937
534 0.00820095799987866 0.00940521157064308
535 0.00802969301353582 0.00920879751374612
536 0.00785842802719297 0.00901238345684915
537 0.00774974063201385 0.00888773607458762
538 0.00764105323683474 0.00876308869232608
539 0.00755871430109298 0.00866865885727947
540 0.00747637536535123 0.00857422902223285
541 0.00731828460872706 0.00839292373894334
542 0.0071601938521029 0.00821161845565384
543 0.00704162578463477 0.00807563949318671
544 0.00692305771716665 0.00793966053071958
545 0.0067517927308238 0.00774324647382262
546 0.00658052774448095 0.00754683241692565
547 0.00644549188986448 0.0073919674874492
548 0.006310456035248 0.00723710255797275
549 0.00619847508263922 0.00710867798230935
550 0.00608649413003043 0.00698025340664595
551 0.00583947732280517 0.0066969639015061
552 0.00559246051557991 0.00641367439636625
553 0.0054936537926898 0.0063003585943103
554 0.0053948470697997 0.00618704279225436
555 0.00521370141116784 0.00597929715515181
556 0.00503255575253598 0.00577155151804925
557 0.0048876392256305 0.0056053550083672
558 0.00474272269872501 0.00543915849868516
559 0.00467355799270194 0.005359837437246
560 0.00460439328667886 0.00528051637580684
561 0.00444300897262503 0.00509543389911547
562 0.00428162465857119 0.0049103514224241
563 0.00414329524652504 0.00475170929954578
564 0.0040049658344789 0.00459306717666746
565 0.00401484650676791 0.00460439875687306
566 0.00402472717905692 0.00461573033707865
567 0.0039160397838778 0.00449108295481712
568 0.00380735238869869 0.00436643557255558
569 0.0036953714360899 0.00423801099689218
570 0.00358339048348112 0.00410958642122878
571 0.00356033558147343 0.00408314606741573
572 0.00353728067946574 0.00405670571360268
573 0.00351093222002838 0.00402648816638776
574 0.00348458376059102 0.00399627061917284
575 0.00352081289231739 0.00403781974659335
576 0.00355704202404376 0.00407936887401387
577 0.00354057423689541 0.00406048290700454
578 0.00352410644974706 0.00404159693999522
579 0.00356692269633277 0.00409070045421946
580 0.00360973894291848 0.0041398039684437
581 0.00368219720637122 0.00422290222328473
582 0.00375465546982397 0.00430600047812575
583 0.00360315182805914 0.00413224958163997
